"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"27649",0.997,473.7126,106.5809,124.8983,211.5234,96.3483,92.6626,58.2466,52.9617,73.1356,234.7088,191.4996,37.7113,84.5163,78.9826,40.8093,50.3819,197.8143,92.5219,140.6315,75.9593,136.9894,385.9818,53.0122,86.6706,120.4915,0.3234,41.8611,51.2089,46.5164,159.6633,157.4215,439.0182
"27650",1.994,38.0166,12.6699,11.7515,13.4742,6.1023,7.8768,8.0555,6.9206,8.9865,17.3183,28.5954,6.959,12.997,13.8756,5.9123,7.9661,23.6574,11.9587,10.5352,6.6229,7.4397,58.6957,9.6198,13.2382,25.6042,0.1036,4.4855,5.5543,7.0182,11.922,11.6525,34.6318
"27651",2.991,7.9131,3.5434,3.3667,3.33,1.6799,2.6032,2.9896,2.6858,2.5412,3.7649,8.3645,3.2566,4.8097,7.9725,3.7212,4.8248,8.7984,5.8376,3.6655,2.2499,1.8037,15.2258,3.6828,5.1221,9.0191,0.0486,1.1688,1.938,2.6577,3.287,2.1659,7.9744
"27652",3.988,4.6214,2.3385,2.2413,2.2206,1.1751,1.8097,1.9664,1.5952,1.5235,1.6714,5.41,1.9265,2.949,4.8714,1.8059,2.3008,5.8582,3.147,2.2439,1.3316,0.916,8.9267,2.2799,3.3998,5.8057,0.035,0.7069,1.0425,1.7401,1.9529,1.1147,4.587
"27653",4.985,3.5075,1.8838,1.9093,1.7242,0.8272,1.6407,1.8805,1.617,1.1728,1.282,4.1144,1.8971,2.6789,3.992,1.5931,1.8529,4.0976,2.4084,2.1904,1.0974,0.7565,6.1637,2.313,2.8232,4.5102,0.0283,0.5248,0.9403,1.5282,1.4871,0.8626,3.4988
"27654",5.982,2.5772,1.2695,1.3087,1.2612,0.572,1.0931,1.2286,1.1772,0.9591,1.4329,3.0329,1.3281,1.8088,3.1894,1.5303,1.8342,3.1802,1.9728,1.3706,0.9294,0.5864,3.7998,1.4044,1.8748,3.3284,0.0191,0.3872,0.8172,1.1127,1.1897,0.6551,2.679
"27655",6.979,2.0789,1.2053,1.1961,0.9972,0.4715,0.9162,1.1168,1.0144,0.6772,0.9593,2.3532,1.0394,1.4401,2.5088,1.1085,1.3944,2.7574,1.7746,1.0668,0.871,0.4943,3.2453,1.0697,1.5848,2.3155,0.0146,0.3216,0.6881,0.9429,1.0499,0.6688,2.1916
"27656",7.976,1.7601,1.0061,0.9621,0.8237,0.3693,0.7784,0.9121,0.8745,0.5522,0.685,2.1402,0.9561,1.4009,2.1682,1.0359,1.5709,2.4226,1.6791,1.0196,0.8651,0.492,2.8894,1.0268,1.3454,1.995,0.0128,0.2746,0.6526,0.8204,0.9396,0.6406,1.7852
"27657",8.973,1.5464,0.8751,0.7806,0.6868,0.3007,0.6208,0.83,0.8185,0.5025,0.5852,2.1937,1.0593,1.5821,2.6743,1.1688,1.735,2.5198,1.9201,1.1658,1.0031,0.3987,2.6987,1.0878,1.3659,1.9897,0.0119,0.2648,0.6418,0.8025,0.8485,0.589,1.5164
"27658",9.97,1.6995,1.1514,1.0248,0.8196,0.3518,0.9454,1.1912,1.3037,0.6434,0.9055,2.5369,1.6528,2.4578,3.3948,1.9398,2.7639,3.2142,3.2257,1.8615,1.9484,0.4813,2.4976,1.6034,1.6493,2.3241,0.013,0.2717,0.8419,1.1013,1.0564,0.8148,1.6888
"27659",10.967,2.0321,3.5012,2.7195,1.5054,0.7168,3.3279,4.5671,5.5019,1.6634,1.7877,6.706,7.9815,10.8738,11.6366,6.4945,10.3003,9.5476,11.2281,6.985,6.6029,1.1529,4.6083,7.553,6.5052,6.8031,0.0143,0.6879,2.3885,4.0561,2.9969,2.8478,2.1013
"27660",11.964,1.4836,2.1692,1.7073,0.9594,0.5055,2.2489,3.0968,4.3911,1.2227,1.0888,5.7344,6.7207,9.8287,10.3874,4.762,8.912,7.67,8.2499,6.3172,4.526,0.8002,3.8613,6.4743,4.9271,5.3504,0.0113,0.4618,1.571,2.6844,1.9026,1.7607,1.5649
"27661",12.961,1.1088,0.8267,0.7763,0.5947,0.2895,1.0502,1.0434,1.9576,0.7788,0.5719,3.3237,2.4832,3.5346,4.1277,1.8204,3.6799,4.0076,3.2556,2.7455,1.4916,0.3918,2.3083,2.5101,1.7131,2.6601,0.0085,0.1903,0.7793,0.8805,0.687,0.5559,1.1099
"27662",13.958,1.0665,0.5217,0.5874,0.5487,0.232,0.951,0.5472,0.8961,0.6476,0.4989,1.8864,0.8507,1.1217,1.6673,0.9515,2.0504,2.4682,1.9165,1.0636,0.7311,0.3046,1.6114,0.8204,0.8734,1.4387,0.0067,0.1455,0.7933,0.4551,0.4163,0.3831,0.9886
"27663",14.955,0.9589,0.5033,0.5739,0.494,0.215,1.2397,0.532,0.7495,0.7804,0.5266,1.309,0.6419,0.8043,1.3047,0.7752,1.6612,1.886,1.6483,0.7596,0.6205,0.2668,1.486,0.5979,0.7395,1.2819,0.0064,0.1411,1.0881,0.4533,0.4219,0.4846,0.9648
"27664",15.952,0.9333,0.4781,0.5313,0.488,0.2182,1.2638,0.4739,0.6958,0.7749,0.4151,1.1483,0.4763,0.6436,1.1171,0.6392,1.6415,1.9802,1.7876,0.6659,0.5977,0.2448,1.5399,0.4415,0.5734,1.1184,0.0063,0.135,1.3046,0.4387,0.4048,0.5848,0.917
"27665",16.949,0.8785,0.4498,0.5375,0.4897,0.2211,1.6649,0.4519,0.6991,0.9463,0.4553,1.1309,0.452,0.5876,1.1404,0.6232,1.3888,1.6326,1.6592,0.5926,0.5968,0.2509,1.2651,0.4387,0.5393,1.2272,0.0058,0.1429,1.3416,0.4381,0.4048,0.4737,0.7949
"27666",17.946,0.8464,0.415,0.4974,0.512,0.2504,1.2804,0.4207,0.5833,0.9142,0.3666,0.9435,0.3639,0.4581,0.8401,0.4642,0.965,1.2915,1.2353,0.4846,0.499,0.2193,1.1039,0.3738,0.484,1.1804,0.0061,0.1516,1.8845,0.4015,0.427,0.6878,0.8626
