"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"7169",0.997,95.5797,26.0065,33.5426,45.2923,25.4227,25.5876,21.4814,21.6695,16.4353,9.116,15.4247,24.2676,17.6413,16.2465,20.5997,14.0605,15.1026,12.2455,15.9539,14.8369,8.8257,10.3587,19.4983,19.7123,12.4162,8.4188,12.6485,9.5276,18.6006,21.4195,17.9077,82.8538
"7170",1.994,12.4655,4.3167,5.116,7.1107,4.5091,4.2665,3.9243,3.5812,2.9812,1.3076,2.3625,3.9261,3.4837,2.7193,2.4737,2.0135,2.4499,2.02,2.56,2.1036,1.363,1.9155,3.7207,3.555,2.1448,1.1238,1.9645,1.4336,3.3405,3.7063,2.3868,11.0786
"7171",2.991,3.7291,1.5793,1.8263,2.4233,1.4894,1.5725,1.5374,1.3816,1.0962,0.4383,0.9709,1.4589,1.23,1.0659,0.8593,0.6687,0.7271,0.6262,0.8482,0.5905,0.3612,0.6167,1.3023,1.4655,0.7925,0.3726,0.6519,0.4926,1.263,1.1617,0.7391,2.765
"7172",3.988,2.8391,1.2558,1.4888,1.9583,1.1547,1.3228,1.2669,1.2159,0.9097,0.3267,0.8867,1.4053,1.1738,1.0392,0.7136,0.6161,0.6504,0.5911,0.8246,0.4779,0.231,0.5093,1.1303,1.2434,0.6964,0.2352,0.3816,0.3431,1.0454,0.8303,0.4553,1.7921
"7173",4.985,1.5022,1.0018,1.0296,1.2077,0.8163,0.9544,1.1211,1.0999,0.7221,0.221,0.8107,1.3007,1.2484,1.0563,0.5568,0.5985,0.6295,0.5708,0.8696,0.4182,0.1712,0.5303,1.1935,1.2637,0.7274,0.2098,0.2266,0.3419,0.9844,0.6991,0.3213,1.0739
"7174",5.982,0.8221,0.9789,0.7938,0.7303,0.5925,0.7302,1.1317,1.0309,0.6452,0.1548,0.7278,1.1668,1.1577,0.9585,0.4619,0.5266,0.5745,0.5035,0.7813,0.3792,0.1587,0.4929,1.0789,1.2603,0.7165,0.2127,0.2025,0.3502,1.0188,0.6963,0.2922,0.7682
"7175",6.979,1.0678,1.6921,1.3179,1.0068,0.7618,1.1801,1.9811,1.9825,0.9902,0.1975,1.259,2.6697,3.0274,2.1256,0.6763,1.2012,1.3582,1.1977,1.8568,0.7025,0.2562,0.9775,2.4553,2.4483,1.4547,0.3989,0.259,0.6578,1.8849,1.2798,0.4991,1.0119
"7176",7.976,1.6804,2.7737,2.5012,1.9985,1.2296,2.4697,3.4596,3.8333,2.1403,0.3405,2.7515,4.8973,5.6187,4.4112,1.4521,2.4826,2.6877,2.3329,3.5278,1.3109,0.3654,1.8859,4.3464,4.079,2.6445,0.7376,0.3276,1.1497,3.1867,2.0438,0.8061,1.4162
"7177",8.973,1.0912,1.2447,1.2802,1.2646,0.8411,1.4625,1.6789,2.2846,1.2898,0.2617,1.7949,2.7483,2.8419,2.5814,1.098,1.3405,1.3049,1.2275,2.2161,1.0623,0.2552,1.3848,2.4482,2.0206,1.5864,0.4901,0.1942,0.6049,1.4,0.885,0.3651,0.7402
"7178",9.97,0.7428,0.8681,0.8106,0.7589,0.5279,0.8803,1.2118,1.6676,0.7819,0.2171,1.3018,2.2634,3.0299,2.3436,1.0421,1.3628,1.3841,1.4831,2.4459,1.2179,0.2555,1.3494,2.3396,1.7245,1.3478,0.4826,0.1786,0.4862,1.0664,0.6401,0.285,0.5378
"7179",10.967,0.6617,0.755,0.6858,0.6514,0.4418,0.7238,1.0117,1.2668,0.6848,0.236,1.2107,1.982,2.8708,2.4314,1.2509,1.6749,1.6547,1.79,2.3791,1.2981,0.2757,1.127,2.0604,1.4817,1.0546,0.3788,0.2024,0.3991,0.9232,0.5501,0.2672,0.5021
"7180",11.964,0.4961,0.512,0.4639,0.4606,0.3137,0.5002,0.64,0.6873,0.5539,0.1432,0.5992,0.8698,0.9063,0.8794,0.5404,0.6148,0.581,0.5682,0.6996,0.4157,0.1678,0.4003,0.7595,0.762,0.4601,0.2038,0.119,0.2232,0.5437,0.3849,0.1784,0.4305
"7181",12.961,0.4406,0.5338,0.4339,0.3402,0.2368,0.3913,0.6662,0.6237,0.3966,0.1158,0.4799,0.8347,0.8246,0.7428,0.4328,0.4789,0.4599,0.4332,0.6005,0.3466,0.1636,0.3831,0.7553,0.8293,0.4703,0.2066,0.1197,0.2311,0.5882,0.4025,0.1834,0.4386
"7182",13.958,0.4371,0.5956,0.4648,0.3224,0.2473,0.4026,0.7256,0.6859,0.3835,0.1113,0.5173,0.8468,0.7872,0.7044,0.3969,0.4304,0.4032,0.3668,0.5596,0.2853,0.1346,0.3576,0.7413,0.8655,0.4844,0.2264,0.1266,0.2532,0.6419,0.4511,0.2039,0.4712
"7183",14.955,0.4393,0.575,0.4563,0.3544,0.2692,0.4271,0.7063,0.7127,0.3972,0.1229,0.5283,0.8289,0.7754,0.6874,0.4088,0.405,0.3754,0.3372,0.5492,0.2499,0.1268,0.3435,0.7465,0.8621,0.4996,0.2223,0.1225,0.2496,0.6507,0.4233,0.205,0.4302
"7184",15.952,0.3923,0.4914,0.4092,0.3235,0.261,0.3812,0.6048,0.6255,0.3686,0.1151,0.4552,0.7423,0.6388,0.5609,0.3249,0.3246,0.2935,0.2674,0.453,0.2104,0.1203,0.2981,0.6527,0.7363,0.444,0.2047,0.1084,0.2211,0.5545,0.3836,0.1959,0.4232
"7185",16.949,0.3678,0.3962,0.3609,0.3351,0.2293,0.3622,0.5056,0.534,0.3287,0.0956,0.3615,0.6091,0.5249,0.4244,0.2519,0.239,0.2218,0.2125,0.3928,0.1863,0.1054,0.2648,0.5572,0.6114,0.3683,0.1852,0.0954,0.1758,0.4377,0.3096,0.1612,0.3925
"7186",17.946,0.3853,0.3671,0.3186,0.3376,0.2467,0.3638,0.4292,0.4454,0.3495,0.1054,0.3481,0.4372,0.3889,0.3625,0.2637,0.2292,0.2102,0.1943,0.2917,0.1609,0.1127,0.205,0.384,0.4774,0.2757,0.1505,0.1004,0.1535,0.3796,0.2851,0.1649,0.4113
"7187",18.943,0.3849,0.3681,0.3066,0.3104,0.2361,0.3304,0.4128,0.4301,0.3241,0.1029,0.3336,0.4324,0.3977,0.3801,0.2531,0.236,0.2077,0.1906,0.2913,0.156,0.1024,0.1858,0.3751,0.4543,0.2558,0.133,0.101,0.1437,0.3715,0.2868,0.1561,0.4337
"7188",19.94,0.3592,0.3429,0.279,0.3116,0.2189,0.2959,0.3626,0.3351,0.2633,0.103,0.2795,0.4063,0.4071,0.3487,0.2461,0.217,0.2031,0.1898,0.3111,0.1586,0.0931,0.1929,0.3662,0.4321,0.2531,0.1562,0.1054,0.1438,0.3474,0.2784,0.1559,0.424
