"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"42497",0.997,1095.1726,207.1771,473.4568,1794.3567,1029.2607,649.4553,284.0207,313.595,546.2092,295.6424,303.3244,209.0545,173.4498,231.08,266.4432,181.2973,245.5646,180.5821,110.5274,93.6884,139.7207,53.3106,128.4524,166.7186,68.5568,36.5666,175.161,71.3848,130.5133,103.0785,420.7775,329.8936
"42498",1.994,186.4745,39.1236,89.4251,354.9656,197.1401,123.7571,50.1075,56.4652,104.3856,48.3217,56.7873,38.8698,31.2668,39.8256,44.266,31.6256,36.6403,23.9694,20.7522,16.0819,30.2461,10.2292,24.8471,32.7565,13.8557,6.0131,35.4153,12.8847,24.0413,15.572,90.8422,39.4307
"42499",2.991,48.2788,11.9532,21.9782,76.7305,41.6578,27.9976,13.3171,14.2632,22.722,10.9181,14.0666,10.6198,9.2602,10.8273,11.5903,9.0738,9.0464,8.0308,6.4155,5.1581,10.1122,3.5455,7.6697,9.7223,4.793,1.8181,7.8277,3.8641,7.8208,6.1235,19.5971,13.0951
"42500",3.988,21.3067,6.4956,10.2988,35.3718,17.9633,12.5093,7.0997,6.8295,10.4332,5.2171,6.6763,5.6026,4.8927,5.3835,5.6044,4.7641,4.4058,3.9448,3.4886,2.6599,4.0258,2.1175,4.3129,5.4711,3.0897,1.0536,3.4444,2.369,4.666,3.8026,9.2332,7.3302
"42501",4.985,12.7301,4.8788,6.4258,14.488,8.1768,6.5,5.1764,4.6749,5.0591,3.0421,4.106,4.2338,3.7716,3.8583,3.7387,3.3562,3.1394,2.992,2.6366,1.9643,2.1181,1.5832,3.3438,4.3534,2.3656,0.6737,1.5238,1.4037,3.7488,2.937,3.7006,5.2017
"42502",5.982,6.6275,2.9282,3.4299,6.544,3.6269,3.1094,3.1212,2.5889,2.4175,1.6137,2.2139,2.393,2.1652,2.1845,1.9495,2.0615,1.9097,1.7944,1.5649,1.1516,1.1994,0.9559,1.941,2.6027,1.4646,0.4387,0.7002,0.9736,2.3241,1.9342,2.2049,3.6036
"42503",6.979,5.2003,2.7434,2.8065,3.9709,2.375,2.1414,2.7809,2.0699,1.6427,1.2637,1.6735,2.0842,1.8779,1.7403,1.5936,1.725,1.5812,1.5261,1.3724,0.9867,1.0311,0.9409,1.8849,2.5425,1.5369,0.4485,0.487,0.9657,2.3253,1.9195,1.5302,3.3686
"42504",7.976,3.6709,2.6005,2.5282,2.406,1.5096,1.7727,2.6505,1.9976,1.1371,1.1295,1.5086,2.0655,1.9192,1.7648,1.4227,1.6742,1.5948,1.4114,1.4315,1.1335,0.9008,0.9843,1.8868,2.5329,1.5313,0.4745,0.3639,1.0479,2.3269,2.016,1.3642,2.7692
"42505",8.973,3.3477,2.4412,2.3745,1.8135,1.1037,1.5749,2.4693,1.8211,0.9061,1.0737,1.2687,1.8017,1.665,1.5053,1.2059,1.4609,1.4438,1.229,1.2955,1.0456,0.7905,0.9192,1.6091,2.2469,1.4029,0.4335,0.2429,1.0086,2.1689,1.9872,1.0377,2.5775
"42506",9.97,2.2202,1.8588,1.7151,1.3552,0.9108,1.2353,1.8518,1.6124,0.9264,0.9016,1.2373,1.5259,1.3892,1.4012,1.0531,1.2257,1.096,1.0344,1.067,0.8706,0.6928,0.8136,1.3427,1.8011,1.2522,0.4418,0.2074,0.8383,1.8231,1.591,0.8308,1.6961
"42507",10.967,2.7331,3.8951,3.1141,1.8109,1.3258,1.7487,3.1697,2.5407,1.7016,1.5076,2.9261,1.889,1.5095,2.5444,2.0833,1.8751,1.5462,1.5085,1.6844,1.7667,1.1212,1.8335,1.1497,2.109,1.0583,0.7683,0.1932,0.6997,2.9972,2.8223,0.788,2.087
"42508",11.964,2.5678,4.9349,3.5733,1.8068,1.5248,1.8889,3.6576,3.5024,2.4666,2.1457,4.8126,2.2906,1.7405,3.8571,3.136,2.4476,1.7662,1.7042,1.9249,1.945,1.3413,2.2338,1.1135,2.2635,1.154,0.9575,0.2397,0.8179,3.7226,3.6107,0.9138,2.2432
"42509",12.961,1.4439,1.0314,0.9518,0.7502,0.6819,0.718,0.9628,1.0081,0.9466,1.2296,1.0731,0.9115,0.8593,1.1001,0.993,1.1505,0.9878,1.031,0.6894,0.7311,0.9222,0.537,0.6744,0.8234,0.5487,0.3408,0.1492,0.3889,0.8463,0.8185,0.3938,1.2348
"42510",13.958,1.4255,0.8095,0.7961,0.6389,0.5789,0.6493,0.8114,0.718,0.765,1.2596,0.6904,0.7374,0.7667,0.7756,0.778,0.9489,0.9067,1.0158,0.6545,0.7246,0.8495,0.4532,0.6738,0.7716,0.5221,0.316,0.1294,0.3659,0.7004,0.6753,0.3714,1.1756
"42511",14.955,1.5135,0.7164,0.7337,0.6688,0.6395,0.6467,0.7625,0.7608,0.8575,1.3914,0.7325,0.7954,0.8769,0.9094,0.996,1.2165,1.0263,1.0271,0.7197,0.7864,0.8409,0.4656,0.7109,0.7416,0.5469,0.348,0.1425,0.4261,0.6449,0.6324,0.3497,1.1853
"42512",15.952,1.2868,0.6883,0.7332,0.6442,0.5842,0.6836,0.7267,0.7375,0.9994,1.6772,0.6936,0.7762,0.8613,0.8834,0.9997,1.3658,1.1084,1.1755,0.8012,1.0088,1.1138,0.5364,0.729,0.7376,0.5798,0.4168,0.1569,0.4355,0.653,0.6405,0.3925,1.2292
"42513",16.949,1.3987,0.8124,0.8356,0.6361,0.497,0.6907,0.8269,0.7089,1.0513,1.8951,0.6217,0.7363,0.8059,0.758,0.9062,1.1201,0.979,1.0601,0.6994,0.8263,1.4718,0.4827,0.7157,0.7988,0.6123,0.4271,0.1376,0.4566,0.7487,0.7403,0.3887,1.2387
"42514",17.946,1.4356,0.7895,0.8843,0.6488,0.5291,0.7492,0.8491,0.7812,1.2276,2.2285,0.647,0.7788,0.8508,0.8026,0.7668,1.0356,0.9234,0.974,0.6368,0.75,1.347,0.4362,0.6756,0.7951,0.6064,0.5261,0.1529,0.465,0.7376,0.7262,0.406,1.2029
"42515",18.943,1.4178,0.755,0.8323,0.5857,0.4592,0.6962,0.8159,0.795,1.3785,2.3034,0.7052,0.7809,0.7988,0.8017,0.7705,0.9775,0.8502,0.9292,0.6188,0.6602,1.3253,0.4511,0.6855,0.7812,0.6283,0.6222,0.1618,0.4968,0.7178,0.712,0.4216,1.1263
"42516",19.94,1.4158,0.7203,0.7656,0.5224,0.4912,0.6077,0.7361,0.6964,1.3673,2.6559,0.6122,0.679,0.7006,0.6902,0.6337,0.8677,0.7719,0.7885,0.5441,0.5429,1.2446,0.4091,0.602,0.6967,0.5589,0.6143,0.1581,0.4724,0.6669,0.6943,0.3619,1.1947
"42517",20.937,1.3182,0.6454,0.7452,0.5446,0.5172,0.6093,0.6694,0.6516,1.4594,3.2069,0.6016,0.58,0.604,0.6505,0.6976,0.8709,0.8657,0.9551,0.5582,0.6871,1.5231,0.4327,0.524,0.5954,0.5204,0.641,0.1475,0.4355,0.5804,0.6285,0.3551,1.1369
"42518",21.934,1.464,0.8804,0.9593,0.6085,0.7029,0.764,0.8538,0.8442,1.8577,3.1798,0.7695,0.6089,0.5602,0.6802,0.7476,0.8666,0.8164,0.8783,0.5216,0.6089,1.3428,0.4916,0.5029,0.6862,0.6203,0.8347,0.161,0.4739,0.7458,0.8043,0.3914,1.3029
"42519",22.931,1.5097,0.8262,0.9327,0.5438,0.5252,0.6695,0.7372,0.7389,2.0276,3.8,0.7008,0.5467,0.5313,0.6222,0.6617,0.8321,0.7754,0.9122,0.4847,0.5961,1.3835,0.4257,0.491,0.6397,0.5682,0.9858,0.1559,0.4992,0.7066,0.8008,0.4194,1.2867
"42520",23.928,1.2671,0.5032,0.5568,0.4436,0.5135,0.4627,0.4674,0.4437,1.7306,4.1936,0.4639,0.388,0.4018,0.4353,0.4824,0.6848,0.6944,0.8373,0.4087,0.5372,1.3046,0.3471,0.3802,0.426,0.3986,1.0187,0.167,0.4355,0.4473,0.5924,0.3848,1.1503
"42521",24.925,1.3326,0.4986,0.5643,0.4589,0.5154,0.4495,0.447,0.3776,1.6253,4.7244,0.3741,0.3416,0.3622,0.3853,0.4917,0.7018,0.6668,0.8489,0.3856,0.5291,1.49,0.3318,0.3442,0.3867,0.3491,1.0997,0.1784,0.4714,0.4082,0.5665,0.39,1.0344
"42522",25.922,1.4042,0.5001,0.626,0.4752,0.5393,0.514,0.4996,0.4288,1.767,5.6408,0.4255,0.3829,0.3787,0.4272,0.5204,0.7436,0.6727,0.8197,0.3549,0.4763,1.229,0.2779,0.3449,0.4331,0.3206,0.989,0.1478,0.4507,0.432,0.5584,0.3711,0.9892
"42523",26.919,1.2658,0.4985,0.6055,0.4061,0.5865,0.4816,0.4549,0.3829,1.6768,5.907,0.4208,0.3535,0.3655,0.394,0.4664,0.669,0.7235,0.8906,0.3708,0.5226,1.3025,0.3214,0.3393,0.3907,0.338,1.0667,0.1514,0.4894,0.426,0.5815,0.3863,1.1184
"42524",27.916,1.1723,0.3756,0.4709,0.3855,0.6228,0.4158,0.3616,0.3266,1.6018,6.5447,0.3861,0.2952,0.3173,0.3144,0.4044,0.5394,0.6044,0.8568,0.3261,0.4882,1.0679,0.2794,0.2906,0.3249,0.3004,0.9783,0.1358,0.406,0.3466,0.4991,0.3109,0.8843
"42525",28.913,1.1596,0.413,0.5331,0.4179,0.5867,0.4678,0.3806,0.3503,1.5292,6.2032,0.4166,0.3186,0.3533,0.3506,0.4415,0.6349,0.6926,0.9659,0.3797,0.538,1.231,0.3432,0.327,0.3368,0.3397,0.9796,0.155,0.4177,0.3544,0.501,0.3298,0.9064
"42526",29.91,1.409,0.4462,0.5261,0.4123,0.6689,0.4721,0.4112,0.3599,1.7209,6.8554,0.4006,0.323,0.3565,0.3697,0.4748,0.6811,0.739,0.9877,0.4181,0.6059,1.1681,0.3954,0.3448,0.3685,0.3683,0.9382,0.1613,0.409,0.389,0.5275,0.3347,1.0531
"42527",30.907,1.0086,0.3389,0.3865,0.3542,0.6114,0.4036,0.3234,0.3038,1.5421,9.3262,0.3469,0.2741,0.3156,0.324,0.477,0.7327,0.7476,0.9131,0.3508,0.5123,1.3978,0.2856,0.2833,0.3031,0.2698,0.8253,0.1319,0.3143,0.2996,0.4053,0.2886,0.7802
"42528",31.904,0.9564,0.3603,0.4419,0.36,0.7158,0.4482,0.3653,0.3566,1.6241,10.1455,0.3889,0.3069,0.3383,0.3599,0.498,0.6957,0.7038,0.9043,0.3604,0.5187,1.4975,0.2972,0.3082,0.3291,0.2942,0.8522,0.1475,0.3448,0.3242,0.4329,0.3098,0.7698
"42529",32.901,0.9174,0.3344,0.4295,0.4069,0.6989,0.4366,0.3377,0.3326,1.5947,10.0326,0.3913,0.2896,0.304,0.3483,0.5261,0.6627,0.6726,0.8211,0.3213,0.4795,1.6516,0.2681,0.2754,0.2912,0.2682,0.7479,0.1461,0.306,0.2991,0.4002,0.2908,0.826
"42530",33.898,0.8989,0.3936,0.5058,0.4377,0.7083,0.4611,0.3825,0.3744,1.8998,12.0946,0.4191,0.327,0.3381,0.3623,0.4663,0.6787,0.7503,0.9828,0.3771,0.5854,1.6293,0.3079,0.3141,0.3289,0.2938,0.7595,0.1733,0.3361,0.3323,0.458,0.2981,0.854
"42531",34.895,0.9091,0.3574,0.4529,0.4498,0.7999,0.5418,0.3577,0.3853,1.9614,13.4979,0.4659,0.336,0.3389,0.3802,0.523,0.7009,0.7371,0.9079,0.3573,0.5179,1.6875,0.2794,0.3011,0.3127,0.2703,0.7816,0.1541,0.3179,0.309,0.4357,0.3218,0.7157
"42532",35.892,0.7411,0.3139,0.4364,0.5012,0.9362,0.4979,0.3224,0.3604,1.8156,14.5195,0.4302,0.3022,0.3071,0.3473,0.4747,0.692,0.7361,0.9657,0.3455,0.5532,1.5655,0.2674,0.2782,0.2875,0.241,0.6764,0.1499,0.2818,0.2775,0.3567,0.2557,0.6244
"42533",36.889,0.8772,0.3306,0.4068,0.426,0.8889,0.4327,0.3252,0.3087,1.5932,17.2839,0.3579,0.2829,0.3012,0.3284,0.5079,0.6386,0.6785,0.8934,0.3362,0.5342,1.5329,0.2704,0.2762,0.2818,0.2544,0.6846,0.1337,0.2956,0.2807,0.3615,0.259,0.7469
"42534",37.886,0.9818,0.3329,0.3882,0.4022,0.8311,0.394,0.3207,0.3081,1.5125,16.078,0.3568,0.2793,0.3029,0.3269,0.4764,0.6437,0.6673,0.8969,0.3428,0.5408,1.6335,0.2867,0.279,0.2834,0.2628,0.7366,0.1445,0.2999,0.2953,0.407,0.2696,0.8635
"42535",38.883,0.9508,0.3309,0.3705,0.383,0.7081,0.4148,0.298,0.3144,1.5841,13.9577,0.3609,0.298,0.3349,0.3559,0.5098,0.6974,0.734,0.9496,0.382,0.5853,1.7213,0.3003,0.3008,0.2931,0.2714,0.7559,0.1381,0.3252,0.2924,0.4135,0.2815,0.6909
"42536",39.88,0.8671,0.2942,0.3452,0.3719,0.7327,0.4078,0.2836,0.2874,1.5381,14.6809,0.3372,0.2734,0.3044,0.3282,0.5049,0.6788,0.7159,0.8287,0.3501,0.5242,1.5203,0.3043,0.28,0.2657,0.2602,0.8294,0.1479,0.2872,0.2669,0.3491,0.2752,0.6904
"42537",40.877,0.7773,0.2531,0.3182,0.3689,0.7319,0.3895,0.2651,0.2583,1.7165,13.8317,0.3232,0.2447,0.2772,0.2924,0.4498,0.6244,0.6727,0.8618,0.3319,0.5267,1.7134,0.2659,0.2482,0.2333,0.2252,0.7374,0.131,0.2547,0.2341,0.2948,0.2299,0.6294
"42538",41.874,0.7856,0.2622,0.3005,0.3715,0.6812,0.4025,0.2622,0.2709,1.6474,12.0202,0.3383,0.2435,0.2629,0.2904,0.4248,0.5188,0.6039,0.8595,0.3059,0.4866,1.7234,0.2278,0.2295,0.2276,0.2095,0.6567,0.1316,0.2353,0.2274,0.2762,0.2159,0.6121
"42539",42.871,0.8534,0.2258,0.2693,0.3018,0.6107,0.3328,0.2281,0.242,1.5177,10.3161,0.292,0.2253,0.2529,0.271,0.4314,0.5384,0.5838,0.7992,0.2964,0.4885,1.4115,0.2191,0.221,0.2122,0.193,0.7132,0.119,0.2231,0.2051,0.2701,0.2155,0.7061
"42540",43.868,0.7019,0.2024,0.2481,0.2643,0.5516,0.2732,0.1998,0.1993,1.3423,10.0763,0.2419,0.1859,0.2189,0.2322,0.38,0.5223,0.5669,0.7911,0.268,0.4729,1.435,0.2241,0.1925,0.1748,0.179,0.696,0.1201,0.2308,0.1791,0.27,0.2204,0.5729
