"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"14849",0.997,290.3339,119.9097,147.3013,339.781,245.7981,164.6428,127.7012,119.9882,164.7768,106.7887,103.7692,99.4497,96.2432,96.9617,89.0062,80.2483,85.1985,83.3658,74.5557,72.7861,16.5186,231.9914,105.2916,119.664,71.7554,25.9645,22.8062,84.2734,91.9208,92.3481,156.7897,194.6507
"14850",1.994,68.5687,29.4401,38.7243,82.2122,45.9152,41.6989,31.2907,27.8935,34.5883,20.1548,24.1393,22.4901,20.3658,22.4839,19.5639,18.5752,17.7175,17.6384,16.4084,12.7059,2.6384,28.0655,20.0348,23.6094,15.0312,5.0307,4.7909,12.6774,21.9286,21.1089,32.4471,42.3221
"14851",2.991,19.26,6.9107,8.3508,15.9391,8.364,8.4157,7.5247,6.0178,6.9131,4.0114,5.1926,5.325,5.0517,5.2447,4.424,5.6242,5.6384,5.2503,4.0441,3.1906,1.1564,6.2487,4.8116,5.6485,4.1419,1.4334,1.1663,3.5059,5.8387,6.3864,6.4387,11.9073
"14852",3.988,13.1011,5.3189,6.2772,9.7995,5.2491,5.773,5.6822,4.6284,4.4086,2.6892,3.6802,4.0453,3.5675,3.6532,2.9059,3.2379,3.3366,2.7501,2.8173,1.8308,0.443,3.8879,3.6287,4.4548,3.355,1.1083,0.709,2.7507,4.5984,4.574,4.0264,7.9876
"14853",4.985,7.6635,3.5228,4.0084,5.7853,2.9404,3.6282,3.9103,3.1813,2.6937,1.5415,2.5653,2.9426,2.8972,2.8478,1.8596,2.2912,2.2485,1.8299,2.1117,1.0165,0.1358,2.3427,2.701,3.0159,2.2376,0.6364,0.3684,1.6267,3.0345,2.8679,2.1423,5.2057
"14854",5.982,6.3678,2.9566,2.9541,3.5552,1.8576,2.1751,2.7739,2.1472,1.6262,1.1043,1.7425,2.196,2.4401,2.0848,1.3484,2.0492,1.993,1.6445,1.9066,0.8696,0.0951,1.6363,2.1431,2.3211,1.9386,0.636,0.361,1.496,2.5092,2.5062,1.9339,4.8669
"14855",6.979,6.0647,2.846,2.8879,3.1289,1.4876,2.19,2.5073,2.0788,1.3823,0.8966,1.5763,1.8655,2.0596,1.6966,1.1376,1.864,1.7274,1.4011,1.5418,0.641,0.0732,1.3282,1.7841,2.1009,1.5968,0.4986,0.292,1.2843,2.4081,2.4981,1.5363,4.8005
"14856",7.976,5.3769,3.0428,3.1162,2.7697,1.3257,2.1352,2.8975,2.3066,1.351,0.8718,1.7782,2.2909,2.7049,2.2397,1.3515,2.4851,2.2758,1.7184,1.7715,0.604,0.0599,1.322,1.9863,2.2979,1.593,0.4527,0.2837,1.191,2.4574,2.5209,1.4376,4.3013
"14857",8.973,5.5975,3.5617,3.5249,2.4506,1.2314,2.299,3.4074,2.8835,1.3556,1.1563,2.0902,2.75,2.9409,2.5079,1.2581,2.4176,2.4442,1.8478,2.1326,0.7913,0.0662,1.728,2.4551,2.8472,2.1042,0.6236,0.3528,1.5667,3.0293,2.909,1.5345,4.9409
"14858",9.97,4.8353,3.1185,3.1343,2.4172,1.3572,2.2877,3.1114,3.1027,1.5269,1.3967,2.4056,2.9457,3.1151,2.6693,1.4748,2.4732,2.4928,1.9329,2.3796,0.8927,0.0524,1.6787,2.7897,2.9661,2.3746,0.6206,0.3145,1.5333,2.9504,2.6196,1.3888,4.12
"14859",10.967,3.6043,2.0501,2.0903,1.6231,1.1043,1.4638,1.997,1.8286,1.1432,0.9177,1.5207,1.7853,2.0579,1.6336,1.1126,1.8668,1.9325,1.508,1.6749,0.765,0.0422,1.3952,1.8592,1.7611,1.6269,0.4324,0.2205,1.0662,1.8262,1.7282,0.8741,3.1842
"14860",11.964,2.9083,1.957,1.8416,1.3668,1.0564,1.1928,1.8772,1.5333,0.9911,0.9745,1.2648,1.6401,1.8177,1.5391,1.1129,1.8468,1.8405,1.4235,1.4083,0.717,0.0448,1.1931,1.6697,1.6796,1.5895,0.4685,0.262,1.1456,1.8449,1.7798,1.074,2.8454
"14861",12.961,3.032,1.653,1.7827,1.3442,1.099,1.2669,1.7612,1.5458,1.1248,1.0441,1.365,1.5589,1.7398,1.5439,1.3,2.1372,2.0617,1.7135,1.2933,0.8116,0.0382,0.9812,1.6413,1.6081,1.4764,0.4494,0.2713,1.043,1.5734,1.4539,0.983,2.678
"14862",13.958,2.522,1.3086,1.5364,1.1848,1.0333,1.1142,1.4962,1.3623,1.105,0.9201,1.2369,1.3338,1.4333,1.3603,1.3005,1.9689,1.9547,1.5134,1.0864,0.8828,0.0418,0.8459,1.2146,1.2658,1.0519,0.3031,0.2033,0.6985,1.1583,1.0762,0.7211,2.1318
"14863",14.955,1.995,1.1466,1.3884,1.0285,0.9996,1.046,1.3737,1.1679,1.0335,0.9071,1.0898,1.0938,1.2119,1.255,1.2343,1.7912,1.7414,1.2209,1.1513,0.7878,0.0462,0.915,1.0792,1.0612,1.0009,0.3339,0.2533,0.6813,1.0316,0.9779,0.6101,1.7652
"14864",15.952,1.7731,1.1372,1.3637,0.9462,0.7684,1.0059,1.3401,1.2092,0.8669,0.7844,1.0781,1.0268,0.9641,1.1619,1.0144,1.1762,1.2064,1.059,1.0258,0.8443,0.051,0.8447,0.9863,1.0328,0.9454,0.2874,0.2143,0.5874,1.0209,0.8968,0.4823,1.5185
"14865",16.949,1.2949,0.8819,1.0715,0.7876,0.6565,0.942,1.1211,1.2826,0.8135,0.697,1.2927,1.0039,0.9454,1.291,1.1372,1.1241,1.0777,1.013,1.0483,0.7672,0.0492,0.9439,0.9464,0.9188,1.0068,0.3105,0.2085,0.5674,0.8622,0.7149,0.4313,1.1924
"14866",17.946,1.2995,0.8299,0.9116,0.6433,0.5172,0.7882,1.027,1.1917,0.6979,0.5696,1.1792,0.9106,0.8102,1.1459,0.8761,0.8674,0.7976,0.7373,0.9253,0.6811,0.0354,0.8877,0.8812,0.8359,1.0095,0.2808,0.1725,0.5075,0.8212,0.6836,0.3886,1.1512
"14867",18.943,1.2545,0.7678,0.8605,0.659,0.5013,0.825,0.9245,1.3396,0.7201,0.5573,1.2405,0.9464,0.8012,1.175,0.8604,0.8668,0.7491,0.6701,1.0343,0.6653,0.0294,1.1482,0.9288,0.7907,1.0968,0.2864,0.1631,0.5019,0.7839,0.709,0.3673,1.115
"14868",19.94,1.2628,0.7471,0.8197,0.5436,0.3855,0.7188,0.8909,1.1941,0.6278,0.4023,1.1197,0.9503,0.7599,1.0922,0.738,0.6758,0.5953,0.5057,0.906,0.5169,0.0229,1.0092,0.8976,0.7947,1.0067,0.2884,0.1884,0.4635,0.7363,0.6405,0.3662,1.1181
"14869",20.937,1.1056,0.6497,0.7113,0.5233,0.3548,0.6395,0.7959,1.1328,0.5137,0.3479,0.9303,0.8961,0.7027,0.9073,0.5824,0.5202,0.4424,0.404,0.8934,0.3932,0.0219,0.9097,0.8604,0.7191,0.9895,0.2413,0.1652,0.4681,0.6924,0.5955,0.3436,0.967
"14870",21.934,1.2419,0.6549,0.7309,0.5527,0.3711,0.6298,0.7884,0.9668,0.5026,0.3079,0.8601,0.763,0.6339,0.8353,0.4966,0.4729,0.3775,0.3547,0.7717,0.3489,0.0211,0.7669,0.7707,0.6665,0.8621,0.2242,0.1544,0.3602,0.6458,0.5488,0.3058,0.9941
"14871",22.931,0.9839,0.5643,0.6325,0.4053,0.3303,0.5338,0.6816,0.9186,0.4958,0.2797,0.8163,0.729,0.595,0.8091,0.4664,0.4488,0.355,0.3279,0.6501,0.2661,0.0197,0.6542,0.6801,0.5867,0.8043,0.2077,0.1532,0.3457,0.5814,0.483,0.2564,0.8633
"14872",23.928,0.964,0.5869,0.6148,0.4101,0.3318,0.4859,0.7297,0.7123,0.4636,0.2513,0.5771,0.5357,0.4124,0.5563,0.3775,0.3445,0.2859,0.2608,0.474,0.2306,0.019,0.4982,0.5516,0.5964,0.6461,0.1775,0.1333,0.3134,0.621,0.493,0.2553,0.7676
"14873",24.925,0.949,0.5369,0.5601,0.3816,0.3242,0.488,0.6755,0.7343,0.4457,0.2454,0.5464,0.4923,0.3838,0.4679,0.3359,0.3218,0.2916,0.2944,0.4265,0.2366,0.0202,0.4783,0.5084,0.5407,0.6355,0.2043,0.1213,0.3404,0.5959,0.5002,0.24,0.8056
"14874",25.922,0.974,0.5548,0.5819,0.4183,0.2992,0.5438,0.6736,0.7223,0.3825,0.224,0.4401,0.4331,0.3015,0.3903,0.2623,0.2792,0.251,0.23,0.3104,0.2005,0.0192,0.3403,0.382,0.5169,0.4909,0.1691,0.1142,0.3265,0.5696,0.499,0.2686,0.8469
