"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"36865",0.997,145.4562,69.4235,50.6343,57.2698,18.6185,34.1301,56.1145,41.4071,23.237,39.0468,25.925,42.9958,43.7967,32.9579,19.0187,18.9549,19.9675,16.5289,27.3981,18.4053,4.8649,14.7982,48.0181,45.4929,21.0793,6.3822,3.6265,12.8272,40.14,32.177,15.6792,87.0861
"36866",1.994,14.4992,9.2918,7.8963,7.3993,2.605,4.9714,9.1694,7.781,3.7016,6.1871,6.0676,8.4365,8.3324,7.4212,7.9127,5.353,4.7913,5.8593,7.3235,7.5399,1.9703,5.3019,8.7141,8.7022,6.6283,1.9181,1.2686,4.1628,7.9543,6.5498,4.5224,9.0704
"36867",2.991,3.6715,3.2216,2.9686,2.0884,0.9913,2.0332,4.0026,3.8599,1.7103,2.6919,3.333,4.4513,4.294,3.9142,4.5147,2.7716,2.3627,2.8792,3.9616,4.1429,1.1834,2.9488,4.4751,4.482,3.3986,1.11,0.5592,1.9809,3.4556,2.5336,1.8101,2.9197
"36868",3.988,2.3989,2.6259,2.324,1.4104,0.9221,1.6521,3.2249,3.179,1.4585,2.038,2.6502,3.6139,3.4295,3.1886,3.2967,2.0427,1.727,1.9476,2.9004,2.7475,0.9824,2.0834,3.3825,3.5097,2.4059,0.7499,0.3594,1.2477,2.7016,1.8825,1.0768,1.9849
"36869",4.985,1.6983,2.2071,2.1018,0.9683,0.6642,1.4239,3.0704,3.0263,1.1639,1.7469,2.3096,3.5779,3.4563,2.9618,2.7589,1.8627,1.6748,2.0426,2.9846,2.719,0.8701,2.0578,3.4617,3.594,2.394,0.6536,0.3162,1.1552,2.6343,1.701,0.8558,1.384
"36870",5.982,1.9626,2.4004,2.2525,1.1008,0.5874,1.4754,2.8941,2.8069,1.0893,1.8124,2.2669,2.9091,2.5709,2.5112,3.3763,1.7834,1.2505,1.3949,2.2013,2.5492,0.8766,1.7118,2.6608,2.8668,2.0719,0.5919,0.2774,1.0853,2.3286,1.7087,0.7701,1.4856
"36871",6.979,1.8888,2.2872,2.1927,1.1243,0.5103,1.39,2.7773,2.6614,0.8865,1.3894,1.9684,2.767,2.3738,2.3261,2.8024,1.5549,1.1246,1.3871,2.0954,2.5192,0.8872,1.5621,2.5585,2.8081,2.033,0.5665,0.2886,1.1473,2.2471,1.6862,0.8423,1.4855
"36872",7.976,2.4317,3.6154,3.3584,1.5894,0.6989,2.155,4.25,4.1597,1.1778,2.1852,2.7795,4.2629,3.387,3.327,4.1076,2.1191,1.3343,1.6431,2.8201,2.9671,1.053,2.0607,3.717,4.1566,3.0365,0.827,0.4192,1.8205,3.4733,2.7177,1.3091,2.1092
"36873",8.973,3.6547,5.2162,5.0734,2.0461,0.882,3.4624,6.6797,7.7115,1.7927,3.8582,5.0785,7.9453,6.0033,6.1948,7.7525,3.7889,2.3065,2.7959,5.3362,5.5764,1.6943,3.7323,6.5511,6.7358,5.2034,1.1814,0.4872,2.7822,5.3313,4.0616,1.7367,3.1218
"36874",9.97,6.8739,9.5954,8.5571,3.8708,1.5232,5.5446,10.7008,11.2007,3.3293,11.4368,9.1837,12.155,8.3657,10.2611,21.4538,9.0284,4.3667,5.4598,7.5118,10.6617,3.4657,5.1848,9.5488,11.0868,7.2463,1.6272,0.9946,4.3587,8.8927,7.2805,3.3842,5.8114
"36875",10.967,8.4771,12.5163,9.9184,4.9252,2.0523,6.0344,12.5483,12.9448,4.1966,16.3479,11.1524,13.9335,11.9231,13.3832,30.1253,15.1822,7.7946,8.6191,9.4961,12.7628,3.9124,6.6062,11.5471,13.7937,9.6235,2.1938,1.4501,5.6989,11.2125,9.5603,5.0208,6.8803
"36876",11.964,3.1212,5.3249,3.9744,2.0699,1.0912,2.5953,6.0976,6.0495,1.9257,4.0956,4.9469,8.3886,10.2507,8.3993,10.0919,7.6405,4.411,3.9966,6.3068,5.5427,1.4536,3.5126,7.419,7.7317,4.9576,1.1949,0.7341,2.7796,5.7401,4.3569,2.3559,3.3114
"36877",12.961,1.2894,1.7993,1.5339,0.8486,0.5027,0.9968,1.9349,1.6627,0.8432,1.6705,1.4005,1.9193,1.9607,1.7698,3.1496,1.6598,0.807,1.1547,1.4737,2.1222,0.6787,1.0638,1.8498,2.0943,1.4927,0.6552,0.2792,1.0055,1.8364,1.5416,0.7985,1.3682
"36878",13.958,0.7975,0.9306,0.8403,0.5064,0.3687,0.5922,1.1106,0.9897,0.5642,0.9167,0.9091,1.2039,1.2512,1.1513,1.8524,1.0365,0.5779,0.77,1.0062,1.5378,0.4664,0.7256,1.1557,1.2656,0.8669,0.5435,0.1657,0.5653,1.0272,0.8406,0.4073,0.7325
"36879",14.955,0.7148,0.7854,0.7762,0.4713,0.3806,0.5879,0.9242,0.8572,0.6296,1.0081,0.8671,0.9322,0.8979,0.9642,1.855,0.9686,0.5166,0.602,0.7566,1.235,0.4103,0.6122,0.8461,0.9452,0.6766,0.6645,0.1389,0.4756,0.8197,0.699,0.356,0.6995
"36880",15.952,0.7175,0.8006,0.7804,0.4855,0.4138,0.5561,0.9075,0.8109,0.6438,1.1837,0.877,0.8116,0.747,0.9874,2.154,1.0666,0.5076,0.5454,0.6186,1.1676,0.4532,0.5576,0.7403,0.8701,0.7025,0.716,0.159,0.5556,0.8277,0.7452,0.423,0.6305
"36881",16.949,1.0014,1.0654,1.1123,0.6078,0.4574,0.7189,1.2555,1.0409,0.693,1.6085,0.9527,0.9931,0.8706,1.0338,2.5886,1.2221,0.587,0.6054,0.7137,1.1624,0.4974,0.6155,0.9182,1.1525,0.8433,0.9741,0.1911,0.6129,1.0594,0.9376,0.4777,0.9199
"36882",17.946,1.0496,1.3216,1.3604,0.6762,0.5115,0.88,1.6057,1.3776,0.855,1.9597,1.1138,1.2901,1.0849,1.2381,2.8243,1.3169,0.6326,0.6359,0.8131,1.2354,0.5912,0.6698,1.139,1.4402,1.0842,1.0573,0.2278,0.7948,1.3796,1.2207,0.5963,1.0323
"36883",18.943,1.0263,1.0292,1.0288,0.5525,0.3954,0.6832,1.1619,1.0156,0.7622,1.694,0.8945,1.0221,0.8931,0.9664,2.5029,1.1713,0.6265,0.6231,0.6573,1.0748,0.473,0.5342,0.9072,1.1035,0.7948,1.1094,0.1841,0.5812,1.0256,0.9377,0.4466,0.8433
"36884",19.94,0.9068,0.7598,0.7285,0.4796,0.3826,0.479,0.8312,0.75,0.6249,1.4736,0.7998,0.8192,0.7542,0.9273,2.3863,1.2579,0.686,0.645,0.6435,0.9663,0.3439,0.4901,0.7467,0.8466,0.633,0.9255,0.177,0.4094,0.7045,0.6678,0.3509,0.8003
"36885",20.937,0.9876,0.792,0.8104,0.4033,0.3236,0.4871,0.8758,0.8107,0.6302,1.3066,0.8445,0.7366,0.6223,0.893,2.2835,1.209,0.6472,0.6363,0.5509,1.0019,0.3398,0.4511,0.6329,0.7487,0.5593,1.0114,0.1544,0.3699,0.6326,0.6235,0.3225,0.8815
"36886",21.934,0.7916,0.6177,0.6287,0.3862,0.2879,0.4297,0.6899,0.6763,0.4732,0.8353,0.6724,0.6179,0.5088,0.7129,1.5389,0.9077,0.4741,0.4585,0.4552,0.838,0.3102,0.4181,0.5165,0.6279,0.4637,0.7415,0.1308,0.3068,0.5186,0.4696,0.2835,0.7321
"36887",22.931,0.5296,0.3287,0.3493,0.2842,0.2256,0.3067,0.3702,0.4007,0.4104,0.4878,0.3962,0.4125,0.3911,0.4602,0.834,0.5389,0.3359,0.3713,0.3318,0.5816,0.2129,0.2784,0.3615,0.3853,0.3092,0.6392,0.0897,0.2191,0.3024,0.2838,0.1942,0.5353
"36888",23.928,0.4114,0.3049,0.3172,0.2703,0.2215,0.2966,0.3233,0.3435,0.3159,0.3365,0.3585,0.3602,0.3338,0.4025,0.6035,0.4274,0.2694,0.2714,0.2769,0.3893,0.146,0.2377,0.3008,0.3315,0.2394,0.5784,0.0881,0.1647,0.2662,0.2429,0.1738,0.4708
