"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"11777",0.997,16.2393,18.9331,15.6775,13.6222,81.6867,9.9602,16.2682,22.107,34.4604,11.5505,26.1887,17.1731,38.2415,19.9024,11.5278,11.2906,13.6181,12.5529,19.8105,7.5026,3.0008,8.0125,16.8392,17.6814,19.5661,21.6089,10.4229,10.1235,19.2459,16.358,12.5267,23.3518
"11778",1.994,5.4224,6.1812,4.4955,3.4554,10.0053,2.9001,5.8109,6.0758,5.0982,2.7302,4.3899,6.1929,15.2038,6.1323,3.8777,4.1703,4.9709,4.6399,6.4149,3.1862,1.0669,3.1621,6.1557,6.5234,5.0692,1.8598,1.5773,2.65,6.2093,4.6872,2.6327,5.5378
"11779",2.991,2.3997,3.1295,2.6312,1.6309,2.7683,1.8385,2.9977,2.7643,2.0878,1.4452,1.782,2.7324,5.2245,2.428,1.8383,1.6796,1.7775,1.7792,2.4689,1.3096,0.4137,1.405,2.6998,3.0909,2.189,0.5859,0.485,1.3246,2.9714,2.2926,0.9474,2.4025
"11780",3.988,1.1696,1.8206,1.71,1.0457,1.8829,1.3545,1.8326,1.8744,1.4069,1.2379,1.4687,1.8205,2.3383,1.6458,1.4724,1.2459,1.2715,1.2559,1.5374,0.858,0.26,0.9324,1.678,1.8935,1.4147,0.4339,0.3607,0.8253,1.6648,1.3391,0.6257,1.2666
"11781",4.985,0.8688,1.2465,1.0564,0.6911,1.0746,0.869,1.3147,1.2132,0.802,1.0036,0.9972,1.1848,1.2792,1.0329,0.9992,0.8041,0.8282,0.7457,0.9605,0.6192,0.2148,0.6861,1.163,1.3829,1.0852,0.3723,0.2704,0.6468,1.2853,1.0346,0.5396,0.8598
"11782",5.982,0.7708,1.1163,0.9311,0.6462,0.8546,0.6827,1.0303,0.8631,0.6242,0.713,0.6998,0.8558,0.9281,0.7538,0.7063,0.5516,0.5257,0.5244,0.7176,0.465,0.1555,0.4573,0.8204,0.9893,0.7129,0.2316,0.1735,0.4699,0.9803,0.8517,0.5085,0.7234
"11783",6.979,0.8003,0.9978,0.7825,0.6086,0.6119,0.584,0.8988,0.8092,0.5481,0.5954,0.6798,0.8319,0.9006,0.8622,0.7627,0.5239,0.461,0.5291,0.6916,0.452,0.1546,0.4213,0.763,0.863,0.6761,0.2059,0.1478,0.4541,0.8561,0.7603,0.4923,0.6667
"11784",7.976,0.7679,1.1211,0.857,0.6101,0.7746,0.6212,1.0161,1.0356,0.7009,0.8859,1.0251,1.1815,1.3864,1.3025,1.009,0.7842,0.6925,0.7369,1.0908,0.5575,0.2052,0.5673,1.0885,1.0923,0.8283,0.2263,0.1688,0.4371,0.9702,0.8106,0.5187,0.7505
"11785",8.973,1.8311,2.1182,1.8415,1.4508,1.6152,1.5513,2.2405,2.7323,1.8012,2.1923,3.1464,2.7785,2.8848,2.9523,2.5717,1.4648,1.2676,1.1672,2.0328,1.0054,0.3873,1.1203,2.2729,2.3755,1.5778,0.3395,0.3528,0.8693,1.8641,1.4784,0.9724,1.5146
"11786",9.97,3.9016,3.0833,2.866,2.4038,2.7477,2.7418,3.4978,4.7507,3.7767,4.2729,6.1831,4.5428,4.3218,4.6993,4.6375,1.8243,1.5412,1.4973,3.1775,1.5008,0.4906,1.7595,3.5726,3.6779,2.4064,0.4103,0.4542,1.2158,2.6613,2.0723,1.2208,2.4053
