"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"40449",0.997,166.7097,110.6537,268.6907,261.7986,211.8134,159.5411,160.4679,75.2977,239.2914,90.0075,136.1575,123.8555,65.6372,57.1421,58.2083,54.8019,62.6235,47.8948,52.7242,47.2119,33.9224,46.4984,64.017,102.5571,55.6172,32.7831,55.5094,54.4123,66.3744,68.2122,54.9599,83.3966
"40450",1.994,19.1031,19.7226,32.5713,58.1648,44.5123,41.731,24.7849,17.6487,31.9437,17.9287,18.8586,22.9236,18.6858,16.058,11.491,10.7484,11.3022,10.3567,14.4281,8.8626,2.6844,9.1027,17.796,22.1708,12.5416,4.3281,4.5754,8.2643,16.6625,13.254,9.5828,11.3241
"40451",2.991,6.2228,8.7581,9.1682,16.1017,9.7096,9.3698,9.8917,7.3586,8.5456,4.4488,6.6673,8.8398,7.9182,7.0349,5.248,4.6966,4.8869,4.7141,6.3014,4.404,0.964,4.103,7.6839,9.3163,5.6755,1.7684,1.4502,3.3019,8.0038,5.7624,3.3172,3.7213
"40452",3.988,2.8465,5.123,4.8645,6.1065,3.6689,4.6061,5.6986,4.3969,3.857,1.9493,3.7969,5.2053,4.5684,4.0021,2.8987,2.7575,2.759,2.7454,3.752,2.4472,0.5063,2.5001,4.516,5.4478,3.4916,1.1243,0.6504,2.0891,4.9332,3.6741,1.5466,2.0562
"40453",4.985,2.426,3.4537,3.5592,3.7977,2.4986,2.9722,3.5434,2.6439,2.3138,1.1174,2.234,3.014,2.2645,2.1766,1.6399,1.4039,1.3734,1.391,1.8171,1.4652,0.3052,1.2584,2.3181,3.2453,1.8466,0.6517,0.4266,1.18,2.9147,2.2752,1.0556,1.5762
"40454",5.982,1.9656,3.095,3.0312,2.6392,1.5576,2.0425,3.2256,2.3747,1.7712,0.8301,1.9783,2.459,1.9966,2.0216,1.3996,1.074,1.041,0.9499,1.4265,0.9382,0.1857,0.9284,1.9914,2.8518,1.566,0.4506,0.2903,0.9657,2.5859,2.0176,0.806,1.2615
"40455",6.979,1.5567,2.3383,2.2926,1.7137,1.1618,1.6618,2.3886,1.7402,1.313,0.6092,1.468,1.9494,1.4449,1.3771,1.0714,0.7595,0.7418,0.7267,1.2084,0.9626,0.1867,0.8871,1.5806,2.1093,1.2982,0.3818,0.2137,0.7475,1.9473,1.5751,0.5956,1.104
"40456",7.976,1.4056,2.3435,2.3643,1.6587,0.9012,1.7815,2.2625,1.8577,1.5515,0.5684,1.5725,2.2236,1.8879,1.6863,1.1592,0.9518,0.9684,1.0463,1.5633,1.0852,0.2194,1.0587,1.8747,2.2421,1.4085,0.4226,0.191,0.7786,1.9723,1.5946,0.5913,1.0627
"40457",8.973,1.2992,2.2777,2.1119,1.3857,0.807,1.5275,2.302,1.8506,1.7529,0.5632,1.4314,2.4338,2.1931,1.8668,1.1729,1.0408,1.0062,1.1294,1.8694,1.1857,0.223,1.2484,2.1823,2.3893,1.6669,0.5492,0.1959,0.8999,2.1128,1.6333,0.5636,0.9786
"40458",9.97,1.0867,1.7303,1.6542,1.0886,0.6741,1.2522,1.8268,1.4418,1.8044,0.4328,1.1819,1.8606,1.6785,1.4376,0.9986,0.8297,0.8135,0.8759,1.4222,1.0072,0.1941,0.9432,1.6543,1.7787,1.2272,0.5075,0.1527,0.716,1.581,1.2459,0.4815,0.7437
"40459",10.967,0.7714,1.1075,1.2495,0.8453,0.5941,0.9469,1.2186,0.9952,2.1156,0.3811,0.8111,1.2644,1.1096,0.9804,0.8219,0.7003,0.6372,0.7451,1.013,0.7531,0.1788,0.6541,1.1106,1.1924,0.8567,0.4719,0.1387,0.5323,1.0369,0.8229,0.3648,0.5346
"40460",11.964,0.7793,0.9732,1.0484,0.735,0.4573,0.9428,0.9552,0.8435,2.2448,0.3811,0.8926,0.9906,0.9702,1.0183,0.8573,0.8634,0.7118,0.8592,0.9516,0.6828,0.1898,0.6234,0.8695,0.8753,0.6489,0.4531,0.1086,0.3855,0.7604,0.6938,0.2923,0.5929
