"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"33793",0.997,63.2425,26.5455,45.6409,112.4327,69.7397,84.7342,88.0977,27.42,35.7664,1248.7117,22.5009,21.9503,26.9013,37.6838,32.338,27.3055,42.9827,55.3622,24.3133,35.6366,23.165,16.645,41.577,33.8404,26.4267,11.93,92.6905,19.0122,75.6427,39.208,31.9925,45.3169
"33794",1.994,8.2084,4.9397,8.0935,25.9533,13.1567,9.6617,8.5078,3.9984,9.019,52.7774,4.5982,5.3047,8.5427,9.6347,10.7711,13.6686,13.8866,12.8795,7.8629,8.3754,5.3357,4.3818,6.7998,6.4803,5.2449,3.1516,13.9779,3.9168,9.7334,11.1552,5.7554,7.0086
"33795",2.991,3.1216,1.9784,3.2621,7.3193,4.5928,2.771,2.3433,1.5656,3.0832,15.967,2.0867,2.1067,3.9418,3.9097,5.0761,6.917,6.0916,5.4184,3.679,3.9135,1.9435,2.0176,2.6364,2.687,2.0112,1.2244,2.1972,1.4384,2.415,3.0591,2.1477,2.4202
"33796",3.988,1.3754,0.9351,1.3228,2.9637,2.5452,1.3396,1.0876,0.9686,1.7271,6.1057,1.3034,1.3947,2.1653,2.18,3.3572,4.0141,3.0832,2.9138,1.8206,2.2269,1.2187,1.0812,1.5238,1.6143,1.1507,0.8095,1.6803,0.969,1.2944,1.7324,1.4811,1.1373
"33797",4.985,0.9395,0.7626,1.11,2.0399,1.9119,1.0604,0.9162,0.7536,1.3561,3.5774,1.1022,1.0946,1.7601,1.5821,2.1617,2.6195,2.121,2.2112,1.4612,1.5904,0.8684,0.8226,1.1941,1.4527,0.9382,0.5625,0.9789,0.6872,1.1079,1.1914,0.9802,0.6675
"33798",5.982,0.9082,0.8104,1.0547,1.6635,1.505,0.9627,0.9189,0.776,1.1274,2.7065,1.1009,1.0267,1.7353,1.6776,2.4317,3.036,2.2489,2.2545,1.5219,1.6888,0.8587,1.0592,1.2838,1.3655,1.2946,0.6473,0.7208,0.8194,1.3215,1.1212,0.842,0.5574
"33799",6.979,1.0259,0.9503,1.1738,1.3295,1.3313,0.9083,1.0069,0.7762,1.0347,2.2186,1.0445,1.07,2.046,1.8139,2.3793,3.5102,2.5601,2.4935,1.8258,1.8915,0.8224,1.2022,1.4409,1.3089,1.3568,0.6962,0.6237,0.7587,1.1491,1.0119,0.7797,0.6088
"33800",7.976,0.8451,0.7222,1.0415,0.9927,1.0538,0.8055,0.7574,0.7507,0.9631,1.9445,0.9502,1.0633,2.2707,1.8748,2.4626,3.4741,2.8057,2.9614,2.0159,2.257,0.9113,1.1504,1.3577,1.1827,1.0388,0.5851,0.4897,0.6112,0.9136,0.8893,0.675,0.5643
"33801",8.973,0.7859,0.6433,0.8978,1.1612,1.1945,0.8659,0.6534,0.7011,1.153,2.1256,1.1509,1.0763,2.7812,2.5147,3.662,5.2172,3.9984,4.5653,2.7367,3.9341,1.2208,1.4458,1.4832,1.0292,1.1056,0.6815,0.496,0.6741,0.8824,0.8079,0.6535,0.6073
"33802",9.97,0.8821,0.9206,0.9612,1.1528,1.3016,0.9196,0.9142,0.8021,1.2607,2.9103,1.4064,1.3595,3.7981,3.5252,5.9039,7.0892,4.94,6.3553,3.9394,6.7015,1.7353,2.1468,1.9192,1.2269,1.1874,0.9194,0.5296,0.6884,1.0083,0.8907,0.6719,0.701
"33803",10.967,1.6091,1.9517,1.5372,1.6179,1.6845,1.2967,1.7955,1.0227,1.7272,5.5537,2.3404,1.9096,5.7167,5.9108,19.0952,17.6142,8.8147,13.9826,6.6926,16.1078,3.8372,3.5358,3.3065,2.5625,2.2243,1.291,0.9961,1.2413,2.2735,1.7012,1.266,1.4678
"33804",11.964,1.7042,1.8657,1.4981,1.5233,1.5662,1.0784,1.6145,0.7848,1.7245,3.5411,2.0901,1.7239,5.7019,6.5517,20.2759,17.3504,8.463,12.3682,7.3312,18.9318,3.8704,4.0182,3.0454,2.1663,1.9474,1.2856,1.0386,1.0306,2.0675,1.539,1.0403,1.3743
"33805",12.961,1.0238,0.7715,0.8427,0.7948,0.7795,0.5416,0.7053,0.5152,0.9596,1.5935,1.4196,1.6824,6.5891,5.3547,6.733,9.1433,7.0908,9.6957,7.9512,7.5219,0.9899,3.1817,3.2546,1.1603,1.7032,0.9047,0.4262,0.5857,0.9611,0.6203,0.4881,0.903
"33806",13.958,0.5668,0.5159,0.6057,0.5317,0.5387,0.3547,0.5186,0.4245,0.6227,1.1924,0.8851,1.3863,5.2998,3.4767,3.1082,5.2359,4.9124,6.7333,6.2105,4.4913,0.5752,2.3569,2.761,0.9897,1.6569,0.7499,0.4122,0.42,0.7008,0.4219,0.341,0.5976
"33807",14.955,0.3359,0.488,0.5448,0.4242,0.3977,0.3262,0.4723,0.4029,0.386,0.8613,0.563,0.7391,2.2452,1.6349,1.4649,2.4772,2.2267,3.0068,2.8509,2.2085,0.3445,1.3292,1.4194,0.7262,1.3939,0.7222,0.3532,0.404,0.5777,0.3899,0.3076,0.3924
