"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"513",0.997,41.4385,30.7222,30.0392,42.2239,314.849,27.1665,28.1397,24.5639,60.6988,16.9288,20.3963,117.0973,31.6861,36.4192,18.6734,95.3311,82.0768,56.036,22.1465,21.8488,18.5241,28.4161,30.0833,25.517,58.5305,35.0288,39.1803,21.1422,32.6865,40.9713,93.1812,110.0015
"514",1.994,6.1994,5.4378,5.2466,5.1031,25.0916,5.1303,4.6472,4.0234,9.0118,3.6938,3.9876,7.0758,5.8121,6.1467,4.1628,15.046,13.8741,5.3395,4.5352,3.188,2.3816,4.4304,5.5569,4.9782,5.6595,3.2006,3.2779,3.9191,5.5526,6.381,22.196,11.7465
"515",2.991,1.9379,2.2692,2.1443,1.9092,3.4443,1.913,2.0823,1.6983,3.7928,2.3882,2.0433,2.5059,2.636,2.9742,2.3664,5.0472,8.0668,2.7076,2.0714,1.5833,0.9023,1.659,2.27,2.2135,1.7432,0.8377,0.8576,1.2956,2.2709,2.1282,5.6497,3.383
"516",3.988,1.4371,1.3895,1.3323,1.2646,2.0046,1.4405,1.2912,1.1967,2.5724,1.8655,1.4814,1.5792,1.6875,1.9765,1.6498,3.3433,5.7121,1.7859,1.2556,1.001,0.5702,1.1085,1.2253,1.1598,0.9408,0.4376,0.4266,0.8333,1.2826,1.3242,2.4238,2.1724
"517",4.985,1.0402,1.107,1.0269,0.8923,1.23,0.9483,0.8806,0.7172,1.5062,1.3004,0.8057,0.9766,0.8118,1.0364,0.9497,1.9842,3.4992,0.8487,0.6611,0.5514,0.3463,0.7011,0.7441,0.7954,0.7638,0.3204,0.3038,0.6771,1.0448,1.1784,1.5418,2.0488
"518",5.982,0.6482,0.7853,0.7147,0.605,0.6782,0.6031,0.6119,0.4404,0.9532,0.9147,0.4588,0.592,0.5365,0.6127,0.585,1.2532,2.6287,0.4698,0.4093,0.3485,0.2354,0.4649,0.4831,0.5678,0.5106,0.271,0.2576,0.5586,0.7742,0.8265,1.0857,1.5205
"519",6.979,0.5035,0.6249,0.5442,0.4687,0.6501,0.4782,0.503,0.3539,0.9133,0.6712,0.3731,0.5677,0.4394,0.5203,0.4621,1.024,1.8901,0.3904,0.3607,0.313,0.2115,0.3894,0.4135,0.4621,0.4371,0.2277,0.2184,0.4093,0.6305,0.6656,0.8392,1.1978
"520",7.976,0.5088,0.5522,0.5073,0.5179,0.8503,0.49,0.4623,0.385,0.9094,0.8911,0.434,0.5118,0.4006,0.5274,0.5336,1.0073,1.7334,0.3684,0.3419,0.3692,0.2002,0.393,0.3776,0.4039,0.38,0.2265,0.2193,0.3846,0.5458,0.597,0.6976,1.0247
"521",8.973,0.5753,0.5642,0.5414,0.6145,0.9521,0.582,0.4736,0.4132,1.0306,1.0517,0.4765,0.4933,0.4207,0.5523,0.6003,1.0065,1.7101,0.3875,0.352,0.3668,0.2041,0.3807,0.3749,0.4133,0.3683,0.1874,0.1874,0.4043,0.5586,0.6084,0.6267,1.0181
"522",9.97,0.4627,0.4711,0.43,0.6556,0.9662,0.4384,0.3962,0.2871,0.7991,0.7824,0.3589,0.3827,0.3231,0.3986,0.4251,0.6799,1.535,0.3418,0.3062,0.345,0.2245,0.3786,0.3252,0.3412,0.3227,0.1655,0.1666,0.3419,0.4693,0.5156,0.4925,0.857
