"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"31745",0.997,483.1873,301.4157,990.2991,1178.962,21427.1465,240.8089,410.6034,159.8122,24387.623,996.7721,7920.6978,475.9778,123.0541,138.0928,253.6322,16692.1387,12077.7168,13174.8242,381.2955,10069.0889,8795.998,2105.176,473.9,111.6486,46.493,9225.502,1621.9542,38.8315,121.3576,157.0755,1078.0204,213.0146
"31746",1.994,42.4446,22.7422,67.3498,96.9154,131.8009,38.4218,26.0878,22.5825,335.603,32.4901,68.9963,29.0995,14.5257,17.2164,23.0091,125.511,122.0751,164.5331,21.7646,50.5965,52.0317,21.0801,22.4444,12.7972,7.3357,49.4065,22.6454,8.0737,13.9515,13.1272,41.7225,74.3134
"31747",2.991,8.3177,5.5343,13.4671,9.8761,14.0211,6.1398,4.9395,4.2995,56.1501,3.2372,9.9232,6.6835,4.4323,4.2572,3.4643,16.8995,15.9614,22.2498,6.3574,8.523,6.8872,4.0941,4.4299,4.0913,2.7672,6.9415,3.6536,2.2427,3.5133,4.3688,5.0151,12.7678
"31748",3.988,7.2685,3.7461,5.314,3.7438,5.0831,3.2138,2.9653,2.4775,14.0704,1.9542,3.1228,2.8718,1.3997,1.557,1.4563,8.5026,8.8439,13.07,2.6028,2.6078,3.4984,2.0963,1.5771,2.0166,1.1,2.8981,1.231,1.5851,1.9448,2.6812,3.7895,6.8029
"31749",4.985,7.9353,4.1481,6.5225,5.4289,5.2816,2.9024,3.2755,2.44,12.899,4.1325,4.692,3.5241,2.0249,2.4424,3.3765,6.342,6.6679,9.4972,3.7438,2.7858,2.0233,1.4216,2.1923,2.5781,1.7293,2.0272,0.7975,1.5336,2.5689,3.4667,2.8492,6.8996
"31750",5.982,3.028,2.4739,2.9586,1.8819,2.256,1.7256,2.9224,2.1028,6.0478,3.1298,2.0761,3.1111,2.1117,2.0718,1.9444,6.3364,5.8933,9.5289,3.3067,1.8476,1.0844,1.7687,2.2069,2.4588,1.8285,0.6091,0.4543,1.3842,3.3426,2.5851,1.2748,4.4143
"31751",6.979,3.8983,1.8629,2.5353,2.1632,3.3762,1.4393,1.602,1.4645,8.0249,3.778,3.1006,1.9934,1.3541,1.7149,2.2699,4.3331,4.34,4.5396,2.4936,1.948,1.5709,1.0796,1.1272,1.3616,1.066,1.2039,0.389,0.7023,1.5089,1.5289,0.828,3.6775
"31752",7.976,2.9123,1.832,2.003,1.5601,1.7056,1.1512,1.8153,1.2137,3.5549,1.5505,1.6652,1.4837,1.3072,1.1639,1.2217,2.6759,3.1991,4.0089,2.1522,1.25,0.8289,0.8413,1.4095,1.4766,0.9647,1.0901,0.3566,0.9213,1.4445,1.5031,0.8172,3.2524
"31753",8.973,2.0354,1.2978,1.2552,0.8322,0.9153,0.5261,1.1032,0.4826,2.0629,2.0373,0.9176,0.6662,0.4612,0.5126,1.0313,1.6952,1.595,1.8721,1.4873,0.6168,1.0174,0.5754,0.6798,0.7266,0.5917,0.7562,0.2795,0.6008,0.9595,1.1182,0.7085,2.5631
"31754",9.97,3.4249,2.2597,2.5473,2.2665,2.4454,2.0039,2.0083,1.7973,4.1322,2.761,2.3212,1.7072,1.4057,1.5963,1.7663,2.2951,2.0428,2.1416,2.1886,0.3851,1.1662,1.1005,1.3551,1.5959,1.1488,0.8815,0.3739,1.0399,1.4265,1.5163,1.0372,3.3549
