"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"12289",0.997,66.0266,45.9854,34.9882,41.7577,42.398,36.6078,42.5788,39.1772,31.0337,68.4597,24.8106,38.272,39.206,32.9704,29.1596,32.0597,28.004,27.0848,35.1656,17.9353,169.1202,16.1891,33.8797,51.968,25.5356,33.6639,14.9617,24.6802,40.6835,33.7141,51.9868,60.8511
"12290",1.994,12.3935,13.5481,12.1637,11.7442,10.8763,9.3988,15.706,12.3296,7.327,15.5643,8.0522,15.1081,16.4075,11.1956,9.919,11.3956,11.0067,9.8229,11.2658,6.5515,40.7804,4.6565,14.7056,18.3195,8.8039,6.2454,3.7286,6.7783,13.4787,10.7434,17.5237,13.0184
"12291",2.991,4.6577,7.6457,6.7125,4.4836,3.2525,4.586,8.8152,7.4174,3.6451,4.6378,4.9798,9.2725,9.0804,7.8185,5.8475,6.7429,6.0432,5.2243,6.0171,3.7871,7.3451,2.5567,8.03,9.9223,4.7565,1.7347,1.0782,2.6152,7.4667,5.1272,6.0368,4.6431
"12292",3.988,2.5246,4.8344,4.3427,2.4368,2.1579,2.9302,6.1555,5.8286,2.6316,2.6823,3.6394,7.4497,7.3035,6.2547,3.6017,4.7588,4.5481,4.2586,5.3679,3.1543,2.7886,2.3256,6.5122,7.3332,3.537,1.2975,0.6547,1.351,5.2343,2.8004,2.6829,2.1918
"12293",4.985,2.0825,3.4602,3.2506,2.065,1.7976,2.4343,4.2349,4.3383,2.3527,2.2945,3.0488,5.2203,5.319,4.5605,3.1783,3.6245,3.2913,3.0172,3.8349,2.543,1.6123,1.7036,4.98,5.0764,2.9279,0.7307,0.5069,1.1392,3.8305,2.2608,1.6899,1.8657
"12294",5.982,1.9127,3.1559,3.0453,1.9393,1.5643,2.396,3.8108,4.4057,2.1801,1.8682,3.0919,4.6286,4.3809,4.1118,3.1677,3.5652,3.0953,2.8794,3.2877,2.5631,1.2013,1.5151,3.8124,4.1366,2.3894,0.5769,0.3841,0.9477,3.2159,2.0483,1.1935,1.6908
"12295",6.979,2.0514,3.9178,3.7684,2.051,1.7329,2.4764,4.7422,4.2619,2.2436,2.2719,3.0957,5.135,4.487,4.1097,3.3574,3.9439,3.4409,2.9314,3.391,2.2773,0.9355,1.7022,4.3016,4.8005,2.8532,0.6642,0.382,1.0939,3.8958,2.4233,1.1831,1.7282
"12296",7.976,2.8345,5.509,4.9775,2.7221,2.2506,3.4482,6.3092,6.2792,2.8876,2.7493,4.1376,7.4502,6.3183,5.4891,3.9984,4.4435,3.8506,3.2984,4.8337,2.6924,1.0204,2.3752,6.3962,6.9696,4.3171,0.7634,0.4095,1.6344,6.0721,3.9061,1.4571,2.562
"12297",8.973,3.6103,6.8982,5.9924,3.388,2.618,4.5187,7.7406,9.2335,3.7865,2.8884,6.1968,12.7188,12.048,9.5545,5.7859,6.4819,6.0814,5.6984,8.6002,5.1432,1.6294,3.7864,10.7321,9.7012,6.0822,1.0202,0.58,1.9785,7.7688,5.0402,2.0131,3.2817
"12298",9.97,9.4376,20.3355,16.6354,6.7329,4.5927,9.8637,23.5138,19.5397,6.3801,5.3984,9.5032,31.1687,29.8509,18.1297,13.9818,13.9281,14.7428,15.8781,18.7603,16.6686,4.3087,6.7858,25.6699,27.0072,11.3729,2.1801,1.5705,5.4473,20.6724,15.4212,6.4137,10.537
"12299",10.967,16.1638,35.2882,28.8518,10.9624,5.7804,15.7443,39.5594,30.2186,8.1159,6.8102,13.8296,53.7788,62.8798,35.4087,20.596,25.4779,29.2807,29.9906,36.6117,28.4565,6.7627,10.241,49.5534,46.6365,20.9467,2.7468,2.5652,10.1394,35.9689,27.1227,11.7727,18.8743
"12300",11.964,9.7052,13.8752,14.198,8.5137,5.1445,10.4697,16.7393,19.1421,7.9885,5.519,12.6134,32.8081,43.8373,27.6593,11.3048,19.9831,21.2645,17.401,21.8572,9.5816,2.5373,6.5457,26.7289,22.0324,11.5906,2.3376,1.2442,5.0896,13.9281,9.2084,5.3437,7.7552
"12301",12.961,4.6636,7.7418,7.7543,4.1227,2.8866,5.7086,9.18,11.5729,4.1882,3.282,6.3156,10.5333,11.265,8.7938,5.0902,7.7548,7.7882,6.7505,7.679,4.8853,1.5449,3.4336,9.6762,9.1796,6.5271,1.3138,0.6007,2.6019,8.6273,5.9399,2.622,4.3754
"12302",13.958,3.4858,4.8946,4.9168,2.5278,1.902,3.1612,5.2763,6.1826,2.924,2.378,3.6898,5.2155,5.1948,4.6173,3.3324,4.1652,3.8248,3.522,4.4133,2.7337,1.2248,2.2957,5.1958,5.0867,4.3976,1.3264,0.5548,2.0342,5.8498,4.4541,1.9017,3.1837
"12303",14.955,3.7359,3.8124,4.3806,2.2467,1.5305,2.9803,4.3377,5.7765,2.6086,1.9009,3.0323,4.6817,3.9572,3.4506,2.5489,2.9523,2.6784,2.4981,3.5188,1.9661,1.1664,2.3189,4.4821,4.5277,4.1268,1.19,0.4671,1.8715,4.5208,3.8183,1.619,3.6006
"12304",15.952,3.9107,3.4209,3.8909,2.2381,1.7321,3.023,4.1288,6.3772,2.8007,1.9641,3.6939,5.72,4.4223,4.2057,2.8705,3.0125,2.624,2.4003,3.2093,1.6721,1.2267,1.789,4.4896,4.5811,3.4164,1.314,0.4607,1.662,3.8846,3.2979,1.6046,3.8887
"12305",16.949,4.3851,3.8856,5.0049,2.4719,1.7949,3.457,4.6831,7.4948,3.4187,1.9744,4.3518,7.3396,5.0413,5.1202,3.2693,3.2935,2.7904,2.5806,3.502,1.9298,1.1793,2.0912,5.0209,5.1679,4.0416,1.5372,0.4698,1.7986,4.2975,4.3396,1.8697,4.3771
"12306",17.946,5.9925,3.6144,4.8675,2.4116,1.9318,3.4723,4.6459,7.0924,3.6357,1.9574,4.5227,7.7953,5.6005,5.5526,3.2074,2.8876,2.287,2.2722,3.6329,1.9633,1.0217,2.3317,5.6951,5.3072,4.2721,2.3828,0.4248,1.967,3.9759,4.2758,1.9941,5.4369
"12307",18.943,7.257,3.6006,5.3536,2.5767,1.8596,3.6511,4.2668,6.0052,4.2173,1.9367,4.3447,5.1753,4.0048,4.6047,3.5869,3.5015,2.6672,2.4151,3.1352,2.2254,1.0307,2.5163,4.3893,4.4653,4.0396,3.125,0.4733,2.1451,3.6005,4.6734,1.9043,6.8857
"12308",19.94,7.5096,4.54,6.9222,2.6437,1.743,3.8383,4.6555,4.9375,4.632,1.7418,3.7236,4.702,4.5171,4.1113,3.3429,3.9644,3.5191,3.2237,3.7816,2.5956,1.2398,2.9757,4.8363,4.8677,4.6425,4.1432,0.5498,3.4993,4.5521,7.6315,2.0127,9.0297
"12309",20.937,11.1159,6.0074,11.369,2.4233,1.5443,5.7065,5.8526,4.9896,6.0809,1.9548,4.0789,4.2842,4.4958,4.4198,3.957,4.1565,3.6326,3.4045,4.156,3.031,1.3718,3.7871,4.6788,5.0082,5.4675,5.491,0.6461,5.6187,5.4772,12.4748,2.7458,15.7106
"12310",21.934,12.1337,6.3995,12.5337,2.8484,1.4575,6.6714,5.8326,4.9977,6.7723,1.7758,3.8202,4.3633,4.0163,4.1144,3.7894,3.8979,3.1751,2.9849,3.6847,2.8817,1.3939,4.0624,4.4234,5.1604,6.273,5.8567,0.7164,6.1391,5.9564,14.4377,2.6752,17.6386
"12311",22.931,9.6472,4.1552,7.8693,2.1984,1.285,4.0615,3.8789,3.7271,4.2033,1.5769,2.6269,3.199,3.0912,2.9699,2.6414,2.6189,2.2732,2.296,2.7606,1.9389,1.1147,2.5483,3.2603,3.605,4.038,4.2344,0.5941,3.5189,3.8037,8.8333,2.0238,12.4073
"12312",23.928,5.7933,2.8023,4.7079,1.6192,1.0798,2.719,2.9087,2.5965,3.0242,1.3143,1.7868,2.1375,1.998,1.9724,1.9583,1.9941,1.7728,1.7799,1.9946,1.3522,0.9571,1.5714,2.2477,2.9144,2.5944,2.6325,0.3948,1.8715,2.7087,4.6904,1.4335,6.7487
"12313",24.925,3.8469,1.8639,3.0884,1.1853,0.9779,2.0672,1.957,1.95,2.1748,1.1932,1.3711,1.6525,1.6074,1.4848,1.7193,1.6022,1.3517,1.3715,1.538,1.1314,0.9837,1.2096,1.6828,2.0277,1.7646,2.2796,0.3994,1.4897,1.7804,3.3728,1.2487,5.5929
"12314",25.922,3.1509,1.5212,2.2035,1.0004,0.8548,1.3707,1.4597,1.3752,1.9307,1.2214,1.1515,1.3802,1.348,1.293,1.5131,1.2859,1.0978,1.1779,1.3721,0.9459,0.7839,1.0255,1.4213,1.5991,1.4625,2.1347,0.4306,1.2211,1.5847,2.6333,1.016,3.8682
"12315",26.919,2.7391,1.3025,1.9115,1.0401,0.8319,1.3074,1.4193,1.5153,1.8335,1.141,1.2214,1.5109,1.3636,1.3406,1.4755,1.1994,1.0799,1.1692,1.2331,0.8226,0.7574,0.8958,1.3873,1.7222,1.2752,1.6484,0.4759,1.0519,1.4099,2.0825,0.927,3.6907
