"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"43521",0.997,873.2933,97.6997,182.2414,4983.394,224.4566,218.9419,127.93,49.1664,49.5112,33.7248,49.446,39.7766,133.1805,66.0315,40.7424,40.533,260.0776,56.1646,76.0171,37.0314,24.766,109.9866,88.1128,42.0879,36.2501,66.7108,119.8226,122.6997,96.1826,132.6407,140.974,674.0557
"43522",1.994,59.1333,14.4369,15.2406,137.4346,12.0022,21.3122,16.4721,7.6874,7.7897,5.1915,7.9264,8.1548,16.1391,10.1708,7.6785,6.8985,27.4523,10.5442,16.0527,6.5966,2.3213,11.0269,10.8499,10.4582,6.2465,9.2947,10.146,17.1439,12.5716,14.5491,14.2533,57.3128
"43523",2.991,12.3608,4.7272,5.4913,13.2308,3.5164,6.9666,4.9976,3.3945,2.3119,1.7461,2.8697,4.1206,4.2812,3.8871,2.6277,2.6592,4.8181,2.824,4.3351,1.8344,0.5121,2.9304,4.4302,4.2726,2.5327,1.8176,2.4689,3.5362,5.3423,3.968,3.561,11.2542
"43524",3.988,5.9579,3.4426,3.1765,5.8743,1.2201,3.1398,3.5391,2.4656,1.4385,0.816,1.8433,3.0133,3.0456,2.4916,1.6502,1.4634,2.4601,1.753,2.8431,1.281,0.2419,2.118,3.3163,3.8518,2.0905,1.2238,1.3804,2.1885,3.4184,2.8207,1.9562,5.9413
"43525",4.985,4.7118,2.6331,2.4804,3.2211,0.9814,2.2462,2.4671,1.6518,0.9901,0.76,1.3196,1.7361,1.9684,1.625,1.3042,1.0073,1.334,1.1078,1.7869,0.7782,0.1591,1.3036,2.1572,2.2242,1.3368,0.7678,0.9409,1.5858,2.6212,1.8814,1.5629,4.3024
"43526",5.982,4.0087,3.1872,2.4574,2.3266,0.8516,1.6382,2.6901,1.6298,0.9975,0.7641,1.1299,1.6984,1.84,1.4182,1.041,0.9665,1.0804,0.9478,1.447,0.7122,0.1157,1.1856,1.9752,2.2869,1.3908,0.6699,0.7699,1.4575,2.6671,2.2881,1.4726,3.5942
"43527",6.979,3.6167,3.1654,2.4685,2.0323,0.5844,1.507,2.4202,1.3486,0.8011,0.5607,0.9436,1.2794,1.4339,1.1938,0.856,0.7141,0.7337,0.6744,1.1123,0.5055,0.1003,0.8323,1.5398,1.7533,1.1581,0.4405,0.5965,1.2942,2.4173,2.1136,1.2423,3.3104
"43528",7.976,2.7721,2.2185,1.9425,1.6314,0.4967,1.5742,1.9908,1.2423,0.6308,0.5284,0.9042,1.1648,1.2143,1.0644,0.759,0.6525,0.6616,0.6419,1.0374,0.4658,0.0886,0.7464,1.3662,1.4611,0.9388,0.3789,0.475,0.967,1.8377,1.5523,0.9306,2.3045
"43529",8.973,2.0529,1.4725,1.4015,1.2725,0.4583,0.9453,1.4187,0.9639,0.5095,0.5294,0.7637,1.0491,1.0837,1.003,0.7339,0.6884,0.7445,0.6121,0.8557,0.4435,0.0902,0.6892,1.2205,1.1986,0.8181,0.3396,0.3725,0.8268,1.4148,1.0781,0.7217,1.7474
"43530",9.97,1.8286,1.113,1.0203,1.238,0.4653,0.7436,1.1047,0.8182,0.4956,0.5307,0.7373,0.9886,1.1643,1.1753,0.8414,0.9409,0.8559,0.6773,0.9157,0.4847,0.0917,0.5993,1.1406,1.0534,0.7161,0.3466,0.3434,0.6905,1.12,0.8875,0.6935,1.521
"43531",10.967,1.7563,1.0146,0.9769,1.0649,0.441,0.7597,1.0945,0.9791,0.5363,0.5421,0.8973,1.1584,1.3293,1.4754,1.1777,1.7939,1.2465,1.021,1.0639,0.5456,0.0946,0.6575,1.2683,1.0851,0.7387,0.3328,0.3203,0.6334,1.0467,0.8013,0.6765,1.5702
"43532",11.964,2.179,1.4255,1.3445,1.1535,0.5206,1.0672,1.5525,1.584,0.8334,0.6965,1.5877,2.0691,2.5184,3.0092,1.949,3.9337,2.341,2.3585,1.7342,1.1116,0.1457,0.9012,1.8043,1.7259,1.0445,0.3115,0.3715,0.7933,1.339,0.995,0.8458,2.0692
"43533",12.961,2.3669,1.1206,1.1667,1.2242,0.4766,0.9422,1.1917,1.3749,0.7668,0.6423,1.5671,1.9335,3.3825,3.7453,1.9549,3.4541,2.2482,1.8284,2.4116,0.9026,0.1093,0.8254,1.7306,1.3748,0.9037,0.2985,0.3133,0.6696,1.1068,0.8967,0.7782,2.1449
"43534",13.958,1.6095,0.7686,0.7867,0.7931,0.334,0.5947,0.8205,0.8541,0.4331,0.4503,1.17,1.276,2.1165,2.5904,1.438,2.117,1.3593,1.1324,1.5303,0.6204,0.1008,0.5459,1.2342,0.894,0.6928,0.2769,0.2614,0.5161,0.7753,0.5994,0.5213,1.3179
"43535",14.955,1.3948,0.5796,0.5922,0.6545,0.2337,0.4621,0.6025,0.5132,0.3074,0.301,0.6645,0.7081,1.0555,1.1659,0.7511,0.9539,0.7169,0.5814,0.8511,0.3653,0.0907,0.3628,0.7546,0.5873,0.4238,0.2253,0.1953,0.4437,0.6002,0.5151,0.4351,1.138
"43536",15.952,1.3661,0.59,0.5907,0.6226,0.1942,0.4112,0.5185,0.3941,0.3352,0.3237,0.5867,0.4919,0.6432,0.7837,0.5895,0.6474,0.5295,0.427,0.5825,0.3131,0.0983,0.3011,0.5842,0.4256,0.3291,0.2479,0.2144,0.3738,0.5024,0.5164,0.434,1.2336
"43537",16.949,1.0491,0.4483,0.4363,0.4856,0.1771,0.3409,0.3951,0.3158,0.2555,0.3039,0.5513,0.3792,0.5339,0.5282,0.4691,0.4589,0.4863,0.3971,0.5258,0.3373,0.1072,0.2902,0.4673,0.3563,0.2493,0.2501,0.1743,0.3008,0.3489,0.373,0.3368,0.8596
"43538",17.946,1.1519,0.4084,0.434,0.531,0.19,0.3774,0.4191,0.3582,0.2813,0.2899,0.5184,0.3594,0.4256,0.448,0.4513,0.3842,0.3894,0.3761,0.3988,0.3318,0.1243,0.2384,0.43,0.3426,0.2415,0.2854,0.1818,0.29,0.3618,0.355,0.3666,0.8817
"43539",18.943,1.1991,0.3782,0.4115,0.5101,0.1765,0.2751,0.3728,0.308,0.261,0.2725,0.4267,0.3473,0.4352,0.422,0.4414,0.2931,0.334,0.3207,0.3952,0.344,0.1619,0.2473,0.448,0.3425,0.2705,0.2632,0.1789,0.304,0.3719,0.3842,0.3604,0.9475
"43540",19.94,0.9922,0.2741,0.3154,0.4012,0.1522,0.2121,0.2484,0.2209,0.1911,0.2165,0.3866,0.2876,0.3486,0.3583,0.3671,0.3049,0.3014,0.2836,0.3135,0.335,0.181,0.1953,0.3484,0.2343,0.1946,0.1917,0.1322,0.23,0.271,0.2596,0.2671,0.7066
