"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"25089",0.997,56.9016,46.2393,43.3794,45.1592,34.4624,22.9011,29.8024,74.9017,57.8973,54.9768,27.2415,37.9071,37.0702,31.5385,23.8971,26.1411,32.0448,25.9577,31.8928,57.0995,19.3761,44.7938,44.2955,37.9616,32.052,70.4956,13.0467,23.807,32.6938,28.7133,22.2443,60.7855
"25090",1.994,9.2276,8.0208,6.6304,8.4141,5.3721,4.8549,7.9961,9.5264,9.6281,5.2737,6.3525,8.9179,10.1986,8.5075,5.5848,6.5,7.4842,6.1914,8.322,9.163,1.966,6.2562,8.9355,10.0213,6.4693,7.9629,1.8373,4.1572,7.7471,5.7646,3.4546,8.5756
"25091",2.991,3.2768,3.435,2.6297,2.5467,1.5974,1.9932,3.6071,3.6805,3.2,1.4384,2.6582,3.709,4.252,3.8189,2.699,3.1607,2.8326,2.6386,3.3594,2.6735,0.6836,2.1514,3.437,4.294,2.9081,2.5173,0.5527,1.9558,3.7597,2.7769,1.5502,3.3693
"25092",3.988,2.2823,2.5611,1.834,1.613,0.9135,1.2739,2.6592,2.1489,2.2202,1.1175,1.9323,2.6516,3.1829,3.2024,2.5236,3.0103,2.4661,2.1928,2.5162,1.8978,0.4248,1.5467,2.4573,3.1081,2.0164,1.5138,0.3805,1.3654,2.7014,1.8676,1.0362,2.1221
"25093",4.985,1.7135,1.9756,1.3928,1.1698,0.6285,1.0799,2.0714,1.8061,1.3454,1.0294,1.5066,1.8837,2.0508,2.2852,1.9227,2.1538,1.7241,1.4554,1.4563,1.1884,0.3092,0.8975,1.6114,2.2264,1.4506,0.9538,0.2707,1.028,2.0578,1.4388,0.8473,1.748
"25094",5.982,1.3769,1.2939,0.9611,0.8514,0.5026,0.7618,1.4084,1.2717,1.0497,0.7118,1.0618,1.2739,1.2657,1.4173,1.193,1.2576,1.0424,0.9407,1.0191,0.8873,0.2525,0.6806,1.1318,1.4862,1.0602,0.6905,0.1868,0.7149,1.4187,1.0504,0.5847,1.2004
"25095",6.979,1.2506,1.216,0.8463,0.6473,0.3597,0.61,1.3082,0.9403,0.7091,0.4764,0.6881,1.0225,0.8842,0.8494,0.7117,0.6219,0.5373,0.4851,0.6911,0.5491,0.1943,0.4679,0.9487,1.3615,0.8976,0.5781,0.1495,0.6042,1.3316,0.9675,0.5232,1.1142
"25096",7.976,0.9612,1.0683,0.7084,0.4516,0.2765,0.4704,1.1769,0.8702,0.6156,0.5096,0.6316,0.9168,0.8115,0.7697,0.6814,0.633,0.5643,0.552,0.6579,0.5092,0.197,0.4217,0.823,1.2192,0.7444,0.5582,0.1096,0.5034,1.1634,0.8104,0.3951,0.9817
"25097",8.973,0.8278,0.8289,0.5868,0.3781,0.2439,0.4676,0.8489,0.768,0.5603,0.5201,0.6172,0.8067,0.8368,0.7232,0.6238,0.6467,0.6027,0.6046,0.6667,0.4628,0.2173,0.3936,0.7542,0.9748,0.6255,0.568,0.1076,0.428,0.8521,0.6448,0.3687,0.8554
"25098",9.97,0.7886,0.6879,0.5206,0.3796,0.2282,0.4144,0.6715,0.6847,0.5068,0.5343,0.5202,0.671,0.7218,0.6176,0.4849,0.5786,0.6115,0.5767,0.5747,0.4307,0.2665,0.3514,0.593,0.7523,0.5127,0.5865,0.1015,0.3593,0.6814,0.5301,0.2977,0.7883
"25099",10.967,0.8798,0.6705,0.5375,0.3638,0.2493,0.4554,0.6873,0.7249,0.5489,0.6841,0.558,0.6885,0.7389,0.6371,0.4311,0.4896,0.5198,0.4983,0.4885,0.3636,0.2724,0.3159,0.5558,0.7674,0.4805,0.5494,0.1049,0.3751,0.6693,0.5453,0.3311,0.8788
"25100",11.964,0.815,0.5049,0.4597,0.3286,0.273,0.3432,0.5292,0.6071,0.6083,0.9285,0.4874,0.6256,0.7389,0.6072,0.4533,0.5035,0.5497,0.5522,0.5512,0.4068,0.3251,0.331,0.5498,0.6361,0.5125,0.6725,0.0909,0.3104,0.5075,0.4404,0.2626,0.7903
"25101",12.961,0.7744,0.4871,0.4457,0.3236,0.2786,0.4049,0.5147,0.7062,0.6952,0.9588,0.5338,0.6656,0.7784,0.6778,0.4834,0.5552,0.5459,0.5239,0.5154,0.3588,0.3479,0.3343,0.5246,0.5934,0.5532,0.6833,0.0917,0.3225,0.4973,0.459,0.2648,0.7894
"25102",13.958,0.7236,0.4003,0.3985,0.341,0.3292,0.3197,0.392,0.4866,0.7755,1.0726,0.4278,0.4672,0.6145,0.5298,0.5319,0.4985,0.4798,0.5173,0.4212,0.3323,0.3745,0.2472,0.3915,0.4402,0.3646,0.9233,0.0965,0.2926,0.3697,0.4171,0.2665,0.7366
"25103",14.955,0.7423,0.3944,0.3647,0.3557,0.2828,0.3184,0.3711,0.4308,0.8025,0.9328,0.4134,0.4596,0.6502,0.5592,0.5293,0.5499,0.5214,0.5482,0.4071,0.3885,0.4754,0.2312,0.3924,0.4345,0.3126,1.0987,0.0962,0.2681,0.365,0.4201,0.2657,0.8101
"25104",15.952,0.6552,0.3481,0.3355,0.3533,0.2919,0.307,0.3279,0.3802,0.8897,0.8936,0.4529,0.4214,0.6216,0.6156,0.6464,0.6224,0.5758,0.6158,0.4309,0.4521,0.6166,0.2389,0.3475,0.3633,0.2739,1.2127,0.0897,0.237,0.3196,0.384,0.2511,0.8008
"25105",16.949,0.7978,0.5013,0.4421,0.4394,0.2933,0.362,0.4645,0.4372,0.8571,0.8255,0.4415,0.5121,0.7072,0.6774,0.5829,0.6198,0.5523,0.5791,0.525,0.5135,0.6842,0.3049,0.4623,0.4993,0.3778,1.5916,0.1183,0.323,0.4515,0.5129,0.3174,1.019
"25106",17.946,1.0052,0.5202,0.4604,0.5167,0.3043,0.4146,0.4744,0.4985,0.9533,0.9254,0.5648,0.5585,0.8389,0.807,0.79,0.6827,0.5535,0.5619,0.5474,0.4324,0.7683,0.2775,0.4636,0.4967,0.3749,2.0235,0.116,0.3479,0.4604,0.5764,0.3398,1.0874
"25107",18.943,1.0066,0.5115,0.5408,0.518,0.3386,0.414,0.5077,0.5446,0.9066,0.9653,0.6795,0.6487,0.9879,0.9834,0.9231,0.8133,0.5847,0.5253,0.6054,0.3788,0.7202,0.3351,0.542,0.5553,0.4355,2.091,0.1135,0.4071,0.4846,0.6201,0.3513,1.1221
"25108",19.94,1.1343,0.616,0.5435,0.5346,0.3198,0.4186,0.5579,0.6493,0.8651,0.8016,0.696,0.7216,1.112,1.0182,0.8322,0.7767,0.6089,0.5974,0.688,0.435,0.7135,0.3604,0.6227,0.6352,0.5085,2.0764,0.1287,0.4725,0.5736,0.7765,0.3866,1.2835
"25109",20.937,1.0462,0.5456,0.5331,0.4898,0.3328,0.4112,0.5136,0.6443,0.9755,0.968,0.7284,0.6601,1.0154,1.0303,0.8435,0.8246,0.6574,0.694,0.7383,0.5141,0.8923,0.3824,0.5719,0.5586,0.4677,1.9241,0.1317,0.4061,0.51,0.6611,0.3406,1.2855
"25110",21.934,1.1619,0.5443,0.5202,0.554,0.3499,0.4411,0.5155,0.6104,0.9685,0.8839,0.7253,0.643,0.8899,0.9765,0.8472,0.7669,0.612,0.6545,0.6693,0.5204,0.8484,0.3674,0.5404,0.5813,0.4423,1.8181,0.1213,0.3479,0.5051,0.6725,0.3056,1.2573
"25111",22.931,1.062,0.5499,0.4837,0.4264,0.3269,0.4151,0.499,0.5843,0.8239,1.1201,0.6476,0.5784,0.7188,0.8312,0.7726,0.6914,0.5221,0.5674,0.6104,0.4615,0.9903,0.372,0.5258,0.6212,0.5,1.1883,0.1128,0.3633,0.5231,0.6963,0.2931,1.2992
"25112",23.928,1.0767,0.5627,0.5413,0.4267,0.3443,0.4272,0.6008,0.6613,0.7948,1.0261,0.584,0.6583,0.7737,0.7618,0.6819,0.6214,0.5036,0.5454,0.6277,0.4152,0.9777,0.4089,0.6513,0.9445,0.5851,1.2716,0.1248,0.3731,0.5751,0.629,0.3087,1.2933
"25113",24.925,0.9815,0.5136,0.494,0.438,0.345,0.4206,0.5822,0.6351,0.781,0.996,0.5574,0.6016,0.6299,0.6412,0.6077,0.5818,0.5252,0.5758,0.5317,0.4505,1.2151,0.3368,0.589,0.9693,0.5958,0.9064,0.1165,0.3316,0.5409,0.5863,0.304,1.2583
"25114",25.922,0.9011,0.5587,0.4714,0.453,0.3435,0.3887,0.6256,0.6003,0.6734,1.0901,0.5095,0.6289,0.6007,0.6365,0.5579,0.5675,0.5107,0.5622,0.4983,0.4198,1.5494,0.3277,0.5611,1.0185,0.5649,1.0743,0.1235,0.3491,0.6017,0.628,0.3194,1.1291
"25115",26.919,0.8308,0.4483,0.436,0.3794,0.3131,0.3517,0.513,0.5148,0.6436,0.8725,0.3976,0.5099,0.5015,0.4959,0.4291,0.4362,0.4093,0.4657,0.4398,0.3557,1.2704,0.292,0.4661,0.7342,0.4985,0.8929,0.1084,0.3287,0.5242,0.6188,0.285,1.2274
