"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"2049",0.997,22.6992,24.345,17.9509,64.2746,32.7203,29.3476,36.391,30.9103,35.3844,49.8846,21.0077,50.7109,22.2524,22.3661,30.75,655.5157,16.7605,16.7012,22.059,18.0505,390.7346,16.6937,42.9974,26.7662,20.4447,43.2765,109.4663,38.6119,126.3276,28.5833,78.3488,92.7613
"2050",1.994,2.6243,4.7317,4.2802,6.9342,5.2431,5.5948,6.2354,5.4921,7.6586,9.0074,5.4271,7.2082,6.0243,5.6531,6.3482,81.7019,4.161,3.6236,4.646,2.7391,41.6974,2.9452,5.6426,6.0185,3.401,4.9362,10.4968,4.7528,13.4654,4.0957,9.8687,4.7008
"2051",2.991,0.9189,2.1213,1.8785,2.2479,1.9174,2.0934,2.6673,2.393,2.5328,3.1432,2.4725,2.863,2.7393,2.7163,2.699,20.911,1.9601,1.5843,1.9358,1.0934,10.0528,1.2416,2.4436,2.7044,1.4876,1.4356,2.9596,1.5501,4.6059,1.54,2.8639,1.2802
"2052",3.988,0.6593,1.465,1.3177,1.3431,1.3022,1.4959,1.816,1.6225,1.637,2.3319,1.6345,1.9259,1.8309,1.8105,1.85,11.2676,1.3848,1.1242,1.2563,0.7076,4.6598,0.7982,1.715,1.8737,1.0447,0.9184,1.4684,1.0087,2.9262,1.0618,1.617,0.8904
"2053",4.985,0.5634,1.2896,1.3039,1.3903,1.4017,1.4779,1.5964,1.7009,1.772,2.8116,1.8011,1.7704,1.7015,1.8402,2.0504,8.3544,1.6039,1.2046,1.1693,0.6689,3.1779,0.717,1.6212,1.6199,0.9168,0.6602,1.0406,0.8351,2.1927,0.8739,1.3631,0.7432
"2054",5.982,0.4605,0.9517,0.9294,1.1423,1.1409,1.0777,1.1514,1.1112,1.3012,2.3412,1.2477,1.1945,1.2132,1.3034,1.7262,5.7875,1.2262,0.9665,0.9208,0.6451,1.8616,0.5843,1.1192,1.1584,0.6993,0.456,0.8799,0.6327,1.6687,0.6616,0.9061,0.57
"2055",6.979,0.4694,1.2496,1.1292,1.062,0.9184,1.093,1.4379,1.2478,1.2136,1.4981,1.2727,1.4722,1.3591,1.3577,1.3956,4.0469,0.9068,0.783,0.9971,0.6308,1.3534,0.624,1.343,1.4929,0.8936,0.5407,0.7235,0.6272,1.8609,0.9025,0.8197,0.5829
"2056",7.976,0.8134,2.535,2.3192,1.5982,1.939,2.1056,3.0147,2.6299,2.6945,3.5221,2.6425,3.6028,3.3176,2.9249,3.4461,5.0521,1.7909,1.6338,2.3281,1.3755,1.3701,1.1884,3.4544,3.4457,1.8909,0.7977,0.9491,0.9665,3.3459,1.699,1.1278,0.8734
"2057",8.973,1.5139,4.702,4.1914,2.8779,3.1823,4.1192,5.4248,5.0927,5.091,6.5851,5.0686,7.472,6.8199,5.6901,7.4287,6.0326,3.2206,3.3975,4.8808,3.6544,1.9691,2.1684,6.7561,6.5176,3.2531,1.2477,1.1807,1.8112,5.0526,3.3186,2.0696,1.6215
"2058",9.97,1.3886,3.5346,3.1609,2.5359,2.6462,3.4849,4.31,4.5104,4.4618,4.992,4.804,7.9085,8.3168,6.3084,6.737,5.2029,3.1069,3.7664,6.2683,4.5061,2.1247,2.6789,7.556,6.0272,3.3208,1.504,0.9424,1.5722,4.541,2.7142,1.7156,1.4285
"2059",10.967,1.0495,1.8894,1.8383,1.6752,1.567,2.1018,2.5578,2.918,2.82,2.3666,3.2957,5.2168,7.3264,4.7978,3.588,4.0076,2.0583,2.4266,4.7424,1.7986,1.1039,1.7859,5.0264,3.6061,2.0546,0.8739,0.6517,0.8749,2.8107,1.4352,1.0161,0.896
"2060",11.964,0.5591,1.1783,1.3118,1.0954,1.0357,1.6137,1.4985,1.7165,1.8782,1.5142,2.2228,2.245,2.6333,2.1728,2.0658,2.925,1.1056,1.1509,1.9791,0.9917,0.766,1.0514,2.1616,1.725,1.2144,0.639,0.5401,0.6445,1.6658,1.0529,0.7392,0.6172
