"","Hz","Fp1","Fz","F3","F7","FT9","FC5","FC1","C3","T7","TP9","CP5","CP1","Pz","P3","P7","O1","Oz","O2","P4","P8","TP10","CP6","CP2","Cz","C4","T8","FT10","FC6","FC2","F4","F8","Fp2"
"30721",0.997,577.2536,189.0312,179.8586,179.055,52.4082,136.619,130.5961,101.3422,62.4543,53.3236,74.5075,113.0867,107.2676,87.3634,68.3643,66.5147,45.0753,58.4744,68.2741,61.9441,118.9442,56.3553,118.3267,141.3579,65.5491,58.6029,25.528,94.6034,166.8523,138.7856,55.9419,532.3442
"30722",1.994,143.166,44.8305,45.3965,47.9002,11.9013,32.1413,29.9564,22.7393,14.3544,8.3299,15.3977,18.7171,15.6003,14.26,10.3819,11.8417,9.0751,11.1856,12.3414,10.7508,12.6996,10.109,16.234,23.7935,14.416,8.6436,3.5769,16.351,27.7736,36.272,14.7256,131.0679
"30723",2.991,34.2433,12.066,12.256,12.4132,3.0432,8.6831,9.0943,7.1249,3.9949,2.38,4.7722,6.4484,5.8537,5.203,3.7395,5.7986,4.243,5.2206,5.0286,4.9084,3.1312,3.7934,5.9223,7.6478,5.1878,2.5933,1.1604,4.9937,8.3862,9.985,4.0027,29.8426
"30724",3.988,17.5418,7.1218,7.0187,6.8637,1.9487,5.0108,5.5111,4.2547,2.4431,1.4066,2.8717,4.1229,3.703,3.3934,2.3198,3.7481,2.764,3.3132,3.1564,2.8028,2.0916,2.2463,3.7028,4.7244,3.1397,1.3756,0.6704,2.7332,4.7879,5.55,2.0748,15.427
"30725",4.985,12.1597,5.1588,5.0674,4.7445,1.4625,3.688,4.1808,3.2552,1.9505,1.3974,2.4516,3.0848,2.7392,2.7735,2.1302,3.0528,2.0896,2.2588,2.2967,2.0611,1.7396,1.7201,2.573,3.2305,2.3153,1.1187,0.6407,2.0929,3.6293,4.2031,1.6665,11.0141
"30726",5.982,11.1336,5.5402,5.0159,4.2484,1.328,3.393,5.1313,3.7073,1.9172,1.4642,2.4116,3.8894,3.3011,2.7841,2.225,3.2395,2.0466,2.2871,2.5456,2.3736,1.7645,1.9681,3.4253,4.6527,2.9358,1.0633,0.5957,2.3966,4.4913,4.5001,1.6594,10.6499
"30727",6.979,10.7974,5.589,5.1142,4.0806,1.1767,3.3066,5.2184,3.9121,1.7063,1.4555,2.3893,4.1362,3.493,2.9832,2.1313,3.0089,1.9109,2.1429,2.7163,2.3645,1.5578,1.9488,3.4789,4.6216,3.0586,1.0192,0.5404,2.3063,4.4231,4.6594,1.7232,10.569
"30728",7.976,8.6875,4.9168,4.5968,3.6704,1.1552,3.0702,4.6277,3.7879,1.6452,1.5435,2.4704,4.0749,3.9245,3.3977,2.5393,4.1128,2.4419,2.7956,3.3044,2.94,1.7036,2.0761,3.5931,4.3445,3.1322,1.1285,0.6504,2.1886,3.9037,3.8555,1.528,8.6236
"30729",8.973,9.8338,5.8624,5.9624,4.915,1.4951,4.3192,5.9609,5.5556,2.2434,2.1151,3.4229,5.8063,5.8431,4.9368,3.8765,7.8435,4.3969,5.1745,4.9505,5.6036,2.305,3.0314,5.4861,5.6312,4.895,1.3976,0.6849,3.1463,5.0783,4.6158,1.8045,9.4668
"30730",9.97,16.0377,10.5138,9.2582,6.3951,1.8522,5.7129,10.1124,7.9052,2.7786,3.6701,5.2906,9.7801,10.182,9.0409,9.5865,26.4466,12.3135,14.9437,8.6394,16.052,5.4128,4.8127,9.2799,10.8636,7.3838,2.2605,1.4999,5.0839,9.6076,8.3872,4.2003,17.6014
"30731",10.967,31.944,19.1938,16.0159,9.7521,2.7705,8.4326,15.9514,10.9726,3.7464,6.6407,10.4074,18.4113,31.2322,29.3446,24.1554,89.7777,47.4339,57.9279,30.2097,49.0174,11.425,10.802,17.7871,17.4533,11.9399,3.8344,2.8,9.0188,16.9262,16.1616,9.0337,36.8885
"30732",11.964,16.0922,7.9883,7.2406,4.6875,1.435,3.569,5.5321,3.8189,1.9744,3.6073,6.5842,7.0736,17.8228,20.7462,15.8584,59.7511,36.5864,39.2062,18.5843,23.1011,4.2879,4.8237,5.319,4.3383,2.9675,1.4805,1.1921,3.0405,5.5551,6.7964,3.6623,17.7637
"30733",12.961,5.6718,2.1789,1.9518,1.4393,0.4759,1.1877,1.744,1.5769,0.7471,0.9796,1.501,2.09,3.0615,3.099,2.4688,7.2124,4.5466,5.2251,2.8877,3.6131,1.3922,1.1722,1.7222,1.7671,1.1883,0.6455,0.351,1.0633,1.6062,2.1805,1.0518,6.5358
"30734",13.958,2.9972,1.1573,1.1694,1.059,0.4111,0.8224,0.9515,0.8721,0.5768,0.5598,0.7425,1.0175,1.2804,1.1638,1.0295,2.4479,1.631,1.961,1.1758,1.4812,0.9483,0.5958,0.8819,0.9241,0.6618,0.381,0.2395,0.6248,0.87,1.2837,0.5578,3.2884
"30735",14.955,2.6034,0.8904,0.9507,0.946,0.3348,0.7121,0.7692,0.733,0.4917,0.5399,0.6302,0.8432,0.9903,0.9012,0.829,1.7242,1.2165,1.4303,0.9307,1.1256,0.7832,0.5078,0.7371,0.7919,0.5773,0.3429,0.2062,0.505,0.7288,0.9047,0.4243,2.592
"30736",15.952,2.2941,0.9295,0.9426,0.8433,0.3659,0.6714,0.812,0.7531,0.5101,0.5011,0.6499,0.8583,1.0102,0.9099,0.91,1.5308,1.0676,1.2664,0.8752,1.0462,0.8785,0.521,0.8275,0.8442,0.6415,0.42,0.2487,0.5731,0.7825,0.9604,0.449,2.3081
